debate_audio_id,sentence_id,word_index_in_sentence,word,start_sec,end_sec,source
1034,1034_w0597,1,it's,2938.637,2938.777,whisper_canonical
1034,1034_w0597,2,shameful.,2938.877,2939.297,whisper_canonical
1034,1034_w0598,0,It's,2939.738,2939.838,whisper_canonical
1034,1034_w0598,1,shameful,2939.878,2940.238,whisper_canonical
1034,1034_w0598,2,that,2940.258,2940.338,whisper_canonical
1034,1034_w0598,3,he,2940.358,2940.398,whisper_canonical
1034,1034_w0598,4,doesn't,2940.438,2940.618,whisper_canonical
1034,1034_w0598,5,have,2940.638,2940.738,whisper_canonical
1034,1034_w0598,6,the,2940.758,2940.818,whisper_canonical
1034,1034_w0598,7,back,2940.858,2941.038,whisper_canonical
1034,1034_w0598,8,of,2941.078,2941.138,whisper_canonical
1034,1034_w0598,9,border,2941.158,2941.398,whisper_canonical
1034,1034_w0598,10,patrol,2941.438,2941.759,whisper_canonical
1034,1034_w0598,11,and,2941.999,2942.079,whisper_canonical
1034,1034_w0598,12,doesn't,2942.099,2942.319,whisper_canonical
1034,1034_w0598,13,support,2942.359,2942.679,whisper_canonical
1034,1034_w0598,14,new,2942.999,2943.359,whisper_canonical
1034,1034_w0598,15,border,2943.379,2943.679,whisper_canonical
1034,1034_w0598,16,agents,2943.96,2944.28,whisper_canonical
1034,1034_w0598,17,and,2944.68,2944.82,whisper_canonical
1034,1034_w0598,18,the,2944.86,2944.92,whisper_canonical
1034,1034_w0598,19,investments,2944.98,2945.48,whisper_canonical
1034,1034_w0598,20,to,2945.78,2945.92,whisper_canonical
1034,1034_w0598,21,improve,2946.041,2946.481,whisper_canonical
1034,1034_w0598,22,the,2946.761,2946.841,whisper_canonical
1034,1034_w0598,23,quality,2946.881,2947.261,whisper_canonical
1034,1034_w0598,24,of,2947.301,2947.361,whisper_canonical
1034,1034_w0598,25,our,2947.421,2947.501,whisper_canonical
1034,1034_w0598,26,border,2947.521,2947.801,whisper_canonical
1034,1034_w0598,27,security.,2947.821,2948.282,whisper_canonical
1034,1034_w0599,0,And,2948.322,2948.422,whisper_canonical
1034,1034_w0599,1,Seth,2948.482,2948.682,whisper_canonical
1034,1034_w0599,2,"says,",2948.702,2948.882,whisper_canonical
1034,1034_w0599,3,"again,",2949.002,2949.242,whisper_canonical
1034,1034_w0599,4,everything,2949.382,2949.662,whisper_canonical
1034,1034_w0599,5,about,2949.722,2949.902,whisper_canonical
1034,1034_w0599,6,Donald,2949.942,2950.223,whisper_canonical
1034,1034_w0599,7,Trump,2950.243,2950.443,whisper_canonical
1034,1034_w0599,8,and,2950.483,2950.543,whisper_canonical
1034,1034_w0599,9,his,2950.563,2950.663,whisper_canonical
1034,1034_w0599,10,hypocrisy.,2950.703,2951.183,whisper_canonical
1034,1034_w0600,0,What,2951.423,2951.523,whisper_canonical
1034,1034_w0600,1,do,2951.543,2951.643,whisper_canonical
1034,1034_w0600,2,you,2951.683,2951.944,whisper_canonical
1034,1034_w0600,3,think,2951.964,2952.124,whisper_canonical
1034,1034_w0600,4,is,2952.204,2952.284,whisper_canonical
1034,1034_w0600,5,the,2952.324,2952.444,whisper_canonical
1034,1034_w0600,6,biggest,2952.484,2952.845,whisper_canonical
1034,1034_w0600,7,drink,2952.885,2953.045,whisper_canonical
1034,1034_w0600,8,tonight?,2953.065,2953.445,whisper_canonical
1034,1034_w0601,0,"Well,",2960.058,2960.198,whisper_canonical
1034,1034_w0601,1,she's,2960.238,2960.438,whisper_canonical
1034,1034_w0601,2,fierce.,2960.578,2960.838,whisper_canonical
1034,1034_w0602,0,She's,2960.878,2961.058,whisper_canonical
1034,1034_w0602,1,tough.,2961.118,2961.359,whisper_canonical
1034,1034_w0603,0,I've,2961.439,2961.579,whisper_canonical
1034,1034_w0603,1,seen,2961.599,2961.739,whisper_canonical
1034,1034_w0603,2,this,2961.779,2961.899,whisper_canonical
1034,1034_w0603,3,for,2961.919,2962.039,whisper_canonical
1034,1034_w0603,4,decades.,2962.079,2962.479,whisper_canonical
1034,1034_w0604,0,And,2962.939,2963.019,whisper_canonical
1034,1034_w0604,1,I,2963.039,2963.059,whisper_canonical
1034,1034_w0604,2,also,2963.079,2963.259,whisper_canonical
1034,1034_w0604,3,think,2963.299,2963.42,whisper_canonical
1034,1034_w0604,4,she's,2963.46,2963.64,whisper_canonical
1034,1034_w0604,5,underestimated,2963.68,2964.32,whisper_canonical
1034,1034_w0604,6,in,2964.36,2964.42,whisper_canonical
1034,1034_w0604,7,these,2964.46,2964.6,whisper_canonical
1034,1034_w0604,8,"sessions,",2964.94,2965.24,whisper_canonical
1034,1034_w0604,9,"particularly,",2965.26,2965.681,whisper_canonical
1034,1034_w0604,10,dare,2965.741,2965.921,whisper_canonical
1034,1034_w0604,11,I,2965.961,2966.041,whisper_canonical
1034,1034_w0604,12,"say,",2966.101,2966.341,whisper_canonical
1034,1034_w0604,13,with,2967.001,2967.121,whisper_canonical
1034,1034_w0604,14,men.,2967.161,2967.361,whisper_canonical
1034,1034_w0605,0,I've,2968.142,2968.302,whisper_canonical
1034,1034_w0605,1,been,2968.322,2968.442,whisper_canonical
1034,1034_w0605,2,in,2968.462,2968.522,whisper_canonical
1034,1034_w0605,3,the,2968.562,2968.622,whisper_canonical
1034,1034_w0605,4,rooms.,2968.702,2968.962,whisper_canonical
1034,1034_w0606,0,I,2969.022,2969.062,whisper_canonical
1034,1034_w0606,1,haven't,2969.082,2969.302,whisper_canonical
1034,1034_w0606,2,studied,2969.422,2969.762,whisper_canonical
1034,1034_w0606,3,game,2969.943,2970.183,whisper_canonical
1034,1034_w0606,4,film.,2970.223,2970.443,whisper_canonical
1034,1034_w0607,0,I've,2971.083,2971.323,whisper_canonical
1034,1034_w0607,1,been,2971.363,2971.563,whisper_canonical
1034,1034_w0607,2,up,2971.703,2971.783,whisper_canonical
1034,1034_w0607,3,and,2971.903,2971.983,whisper_canonical
1034,1034_w0607,4,close.,2972.043,2972.364,whisper_canonical
1034,1034_w0608,0,I've,2972.904,2973.044,whisper_canonical
1034,1034_w0608,1,known,2973.064,2973.204,whisper_canonical
1034,1034_w0608,2,Kamala,2973.244,2973.464,whisper_canonical
1034,1034_w0608,3,Harris,2973.484,2973.744,whisper_canonical
1034,1034_w0608,4,a,2974.104,2974.144,whisper_canonical
1034,1034_w0608,5,decade,2974.225,2974.565,whisper_canonical
1034,1034_w0608,6,before,2974.605,2974.845,whisper_canonical
1034,1034_w0608,7,we,2974.865,2974.905,whisper_canonical
1034,1034_w0608,8,were,2974.925,2975.005,whisper_canonical
1034,1034_w0608,9,both,2975.025,2975.225,whisper_canonical
1034,1034_w0608,10,in,2975.285,2975.345,whisper_canonical
1034,1034_w0608,11,elected,2975.385,2975.745,whisper_canonical
1034,1034_w0608,12,office.,2975.945,2976.285,whisper_canonical
1034,1034_w0609,0,And,2976.986,2977.106,whisper_canonical
1034,1034_w0609,1,I've,2977.386,2977.546,whisper_canonical
1034,1034_w0609,2,seen,2977.586,2977.806,whisper_canonical
1034,1034_w0609,3,her,2977.826,2977.946,whisper_canonical
1034,1034_w0609,4,show,2978.306,2978.506,whisper_canonical
1034,1034_w0609,5,up,2978.587,2978.667,whisper_canonical
1034,1034_w0609,6,at,2978.807,2978.867,whisper_canonical
1034,1034_w0609,7,these,2978.907,2979.087,whisper_canonical
1034,1034_w0609,8,debates,2979.147,2979.507,whisper_canonical
1034,1034_w0609,9,at,2979.627,2979.707,whisper_canonical
1034,1034_w0609,10,a,2979.747,2979.767,whisper_canonical
1034,1034_w0609,11,different,2979.867,2980.207,whisper_canonical
1034,1034_w0609,12,level.,2980.267,2980.527,whisper_canonical
1034,1034_w0610,0,She's,2980.828,2981.048,whisper_canonical
1034,1034_w0610,1,disciplined.,2981.108,2981.588,whisper_canonical
1034,1034_w0611,0,She,2982.288,2982.388,whisper_canonical
1034,1034_w0611,1,is,2982.448,2982.528,whisper_canonical
1034,1034_w0611,2,not,2982.588,2982.708,whisper_canonical
1034,1034_w0611,3,going,2982.748,2982.888,whisper_canonical
1034,1034_w0611,4,to,2982.908,2982.949,whisper_canonical
1034,1034_w0611,5,get,2982.989,2983.069,whisper_canonical
1034,1034_w0611,6,off,2983.109,2983.209,whisper_canonical
1034,1034_w0611,7,her,2983.249,2983.349,whisper_canonical
1034,1034_w0611,8,game.,2983.369,2983.609,whisper_canonical
1034,1034_w0612,0,I,2983.969,2984.029,whisper_canonical
1034,1034_w0612,1,think,2984.069,2984.189,whisper_canonical
1034,1034_w0612,2,it's,2984.229,2984.329,whisper_canonical
1034,1034_w0612,3,inconceivable.,2984.509,2985.15,whisper_canonical
1034,1034_w0613,0,It's,2985.23,2985.37,whisper_canonical
1034,1034_w0613,1,an,2985.39,2985.45,whisper_canonical
1034,1034_w0613,2,impossible,2985.65,2986.47,whisper_canonical
1034,1034_w0613,3,task,2986.53,2986.83,whisper_canonical
1034,1034_w0613,4,for,2987.09,2987.21,whisper_canonical
1034,1034_w0613,5,Donald,2987.25,2987.531,whisper_canonical
1034,1034_w0613,6,Trump.,2987.551,2987.731,whisper_canonical
1034,1034_w0614,0,not,2988.531,2988.691,whisper_canonical
1034,1034_w0614,1,to,2988.731,2988.811,whisper_canonical
1034,1034_w0614,2,get,2988.851,2988.952,whisper_canonical
1034,1034_w0614,3,off,2988.992,2989.132,whisper_canonical
1034,1034_w0614,4,his,2989.172,2989.292,whisper_canonical
1034,1034_w0614,5,game.,2989.352,2989.572,whisper_canonical
1034,1034_w0615,0,She,2990.293,2990.413,whisper_canonical
1034,1034_w0615,1,will,2990.453,2990.593,whisper_canonical
1034,1034_w0615,2,get,2990.613,2990.733,whisper_canonical
1034,1034_w0615,3,under,2990.774,2990.934,whisper_canonical
1034,1034_w0615,4,his,2990.974,2991.054,whisper_canonical
1034,1034_w0615,5,skin.,2991.094,2991.354,whisper_canonical
1034,1034_w0616,0,And,2991.755,2991.835,whisper_canonical
1034,1034_w0616,1,by,2991.855,2991.935,whisper_canonical
1034,1034_w0616,2,the,2991.955,2992.035,whisper_canonical
1034,1034_w0616,3,"way,",2992.055,2992.155,whisper_canonical
1034,1034_w0616,4,her,2992.215,2992.295,whisper_canonical
1034,1034_w0616,5,name,2992.315,2992.435,whisper_canonical
1034,1034_w0616,6,is,2992.495,2992.555,whisper_canonical
1034,1034_w0616,7,Kamala,2992.696,2993.136,whisper_canonical
1034,1034_w0616,8,"Harris,",2993.456,2993.797,whisper_canonical
1034,1034_w0616,9,not,2994.738,2994.898,whisper_canonical
1034,1034_w0616,10,Kamala.,2994.958,2995.398,whisper_canonical
1034,1034_w0617,0,And,2996.239,2996.299,whisper_canonical
1034,1034_w0617,1,when,2996.339,2996.46,whisper_canonical
1034,1034_w0617,2,Kamala,2996.5,2996.8,whisper_canonical
1034,1034_w0617,3,Harris,2996.82,2997.02,whisper_canonical
1034,1034_w0617,4,shows,2997.04,2997.26,whisper_canonical
1034,1034_w0617,5,"up,",2997.361,2997.441,whisper_canonical
1034,1034_w0617,6,I,2997.501,2997.541,whisper_canonical
1034,1034_w0617,7,think,2997.581,2997.701,whisper_canonical
1034,1034_w0617,8,she's,2997.721,2997.861,whisper_canonical
1034,1034_w0617,9,going,2997.881,2998.001,whisper_canonical
1034,1034_w0617,10,to,2998.021,2998.061,whisper_canonical
1034,1034_w0617,11,show,2998.101,2998.241,whisper_canonical
1034,1034_w0617,12,up,2998.302,2998.362,whisper_canonical
1034,1034_w0617,13,at,2998.402,2998.442,whisper_canonical
1034,1034_w0617,14,the,2998.502,2998.582,whisper_canonical
1034,1034_w0617,15,handshake.,2998.622,2999.102,whisper_canonical
1034,1034_w0618,0,And,2999.923,3000.003,whisper_canonical
1034,1034_w0618,1,I,3000.023,3000.083,whisper_canonical
1034,1034_w0618,2,think,3000.123,3000.244,whisper_canonical
1034,1034_w0618,3,at,3000.304,3000.384,whisper_canonical
1034,1034_w0618,4,that,3000.424,3000.564,whisper_canonical
1034,1034_w0618,5,"handshake,",3000.624,3001.024,whisper_canonical
1034,1034_w0618,6,you're,3001.044,3001.185,whisper_canonical
1034,1034_w0618,7,going,3001.205,3001.305,whisper_canonical
1034,1034_w0618,8,to,3001.325,3001.365,whisper_canonical
1034,1034_w0618,9,see,3001.405,3001.585,whisper_canonical
1034,1034_w0618,10,something,3001.605,3002.706,whisper_canonical
1034,1034_w0618,11,very,3002.746,3002.986,whisper_canonical
1034,1034_w0618,12,different,3003.047,3003.367,whisper_canonical
1034,1034_w0618,13,from,3003.727,3003.867,whisper_canonical
1034,1034_w0618,14,the,3003.907,3003.988,whisper_canonical
1034,1034_w0618,15,outset,3004.148,3004.548,whisper_canonical
1034,1034_w0618,16,of,3004.748,3004.848,whisper_canonical
1034,1034_w0618,17,this,3005.029,3005.209,whisper_canonical
1034,1034_w0618,18,debate.,3005.289,3005.609,whisper_canonical
1034,1034_w0619,0,If,3006.01,3006.07,whisper_canonical
1034,1034_w0619,1,Donald,3006.31,3006.57,whisper_canonical
1034,1034_w0619,2,"Trump,",3006.59,3006.791,whisper_canonical
1034,1034_w0619,3,I,3006.911,3006.951,whisper_canonical
1034,1034_w0619,4,would,3006.991,3007.131,whisper_canonical
1034,1034_w0619,5,look,3007.171,3007.331,whisper_canonical
1034,1034_w0619,6,out.,3007.431,3007.511,whisper_canonical
1034,1034_w0620,0,They've,3007.872,3008.052,whisper_canonical
1034,1034_w0620,1,never,3008.112,3008.292,whisper_canonical
1034,1034_w0620,2,met,3008.352,3008.492,whisper_canonical
1034,1034_w0620,3,He's,3009.423,3009.603,whisper_canonical
1034,1034_w0620,4,about,3009.643,3009.863,whisper_canonical
1034,1034_w0620,5,to,3009.883,3010.004,whisper_canonical
1034,1034_w0620,6,experience,3010.084,3010.624,whisper_canonical
1034,1034_w0620,7,something,3010.804,3011.125,whisper_canonical
1034,1034_w0620,8,many,3011.505,3011.745,whisper_canonical
1034,1034_w0620,9,of,3011.785,3011.845,whisper_canonical
1034,1034_w0620,10,us,3011.925,3012.025,whisper_canonical
1034,1034_w0620,11,have,3012.126,3012.266,whisper_canonical
1034,1034_w0620,12,experienced,3012.306,3012.766,whisper_canonical
1034,1034_w0620,13,and,3012.806,3012.886,whisper_canonical
1034,1034_w0620,14,seen,3012.926,3013.086,whisper_canonical
1034,1034_w0620,15,in,3013.107,3013.167,whisper_canonical
1034,1034_w0620,16,the,3013.187,3013.247,whisper_canonical
1034,1034_w0620,17,American,3013.267,3013.607,whisper_canonical
1034,1034_w0620,18,people,3013.627,3013.887,whisper_canonical
1034,1034_w0620,19,and,3014.168,3014.268,whisper_canonical
1034,1034_w0620,20,world,3014.348,3014.608,whisper_canonical
1034,1034_w0620,21,leaders,3014.628,3014.908,whisper_canonical
1034,1034_w0620,22,will,3014.948,3015.128,whisper_canonical
1034,1034_w0620,23,see,3015.148,3015.329,whisper_canonical
1034,1034_w0620,24,a,3015.669,3015.729,whisper_canonical
1034,1034_w0620,25,"toughness,",3015.789,3016.29,whisper_canonical
1034,1034_w0620,26,a,3016.39,3016.45,whisper_canonical
1034,1034_w0620,27,"character,",3016.51,3016.93,whisper_canonical
1034,1034_w0620,28,"integrity,",3017.19,3017.751,whisper_canonical
1034,1034_w0620,29,someone,3017.811,3018.051,whisper_canonical
1034,1034_w0620,30,who's,3018.071,3018.171,whisper_canonical
1034,1034_w0620,31,disciplined.,3018.231,3018.692,whisper_canonical
1034,1034_w0621,0,Governor,3019.312,3019.713,whisper_canonical
1034,1034_w0621,1,there,3019.773,3020.053,whisper_canonical
1034,1034_w0621,2,Gavin,3020.153,3020.513,whisper_canonical
1034,1034_w0621,3,Newsom,3020.594,3021.034,whisper_canonical
1034,1034_w0621,4,talking,3021.114,3021.514,whisper_canonical
1034,1034_w0621,5,to,3021.554,3021.695,whisper_canonical
1034,1034_w0621,6,reporters,3021.755,3022.175,whisper_canonical
1034,1034_w0621,7,you,3022.195,3022.295,whisper_canonical
1034,1034_w0621,8,can,3022.335,3022.475,whisper_canonical
1034,1034_w0621,9,see,3022.495,3022.796,whisper_canonical
1034,1034_w0621,10,swarmed,3022.936,3023.436,whisper_canonical
1034,1034_w0621,11,by,3023.536,3023.697,whisper_canonical
1034,1034_w0621,12,the,3023.757,3023.837,whisper_canonical
1034,1034_w0621,13,media,3023.937,3024.397,whisper_canonical
1034,1034_w0621,14,in,3024.537,3024.657,whisper_canonical
1034,1034_w0621,15,the,3024.758,3024.918,whisper_canonical
1034,1034_w0621,16,media,3025.298,3025.578,whisper_canonical
1034,1034_w0621,17,filing,3025.598,3026.059,whisper_canonical
1034,1034_w0621,18,center,3026.119,3026.399,whisper_canonical
1034,1034_w0621,19,at,3026.439,3026.519,whisper_canonical
1034,1034_w0621,20,the,3026.579,3026.719,whisper_canonical
1034,1034_w0621,21,Philadelphia,3026.799,3027.56,whisper_canonical
1034,1034_w0621,22,convention,3027.74,3028.501,whisper_canonical
1034,1034_w0621,23,hall,3028.541,3028.801,whisper_canonical
1034,1034_w0621,24,there,3028.861,3029.122,whisper_canonical
1034,1034_w0621,25,in,3029.542,3029.642,whisper_canonical
1034,1034_w0621,26,the,3029.682,3029.782,whisper_canonical
1034,1034_w0621,27,city.,3029.882,3030.223,whisper_canonical
1034,1034_w0622,0,Hundreds,3030.563,3030.983,whisper_canonical
1034,1034_w0622,1,of,3031.043,3031.124,whisper_canonical
1034,1034_w0622,2,reporters,3031.264,3031.824,whisper_canonical
1034,1034_w0622,3,there,3031.864,3032.084,whisper_canonical
1034,1034_w0622,4,ahead,3032.144,3032.385,whisper_canonical
1034,1034_w0622,5,of,3032.445,3032.485,whisper_canonical
1034,1034_w0622,6,Tonight's,3032.885,3033.326,whisper_canonical
1034,1034_w0622,7,"debate,",3033.486,3033.946,whisper_canonical
1034,1034_w0622,8,we,3034.006,3034.146,whisper_canonical
1034,1034_w0622,9,expect,3034.206,3034.667,whisper_canonical
1034,1034_w0622,10,that,3034.767,3034.987,whisper_canonical
1034,1034_w0622,11,Sarah,3035.388,3035.628,whisper_canonical
1034,1034_w0622,12,gets,3035.668,3035.848,whisper_canonical
1034,1034_w0622,13,supporters,3035.888,3036.369,whisper_canonical
1034,1034_w0622,14,for,3036.469,3036.669,whisper_canonical
1034,1034_w0622,15,the,3036.689,3036.749,whisper_canonical
1034,1034_w0622,16,former,3036.789,3037.069,whisper_canonical
1034,1034_w0622,17,"president,",3037.129,3037.67,whisper_canonical
1034,1034_w0622,18,will,3037.75,3037.95,whisper_canonical
1034,1034_w0622,19,be,3038.01,3038.15,whisper_canonical
1034,1034_w0622,20,there,3038.19,3038.39,whisper_canonical
1034,1034_w0622,21,as,3038.531,3038.631,whisper_canonical
1034,1034_w0622,22,well.,3038.751,3039.131,whisper_canonical
1034,1034_w0623,0,Senator,3039.151,3039.532,whisper_canonical
1034,1034_w0623,1,Tom,3039.852,3040.052,whisper_canonical
1034,1034_w0623,2,Cotton,3040.092,3040.392,whisper_canonical
1034,1034_w0623,3,was,3040.432,3040.533,whisper_canonical
1034,1034_w0623,4,talking,3040.593,3040.893,whisper_canonical
1034,1034_w0623,5,to,3040.933,3041.093,whisper_canonical
1034,1034_w0623,6,reporters,3041.173,3041.694,whisper_canonical
1034,1034_w0623,7,before.,3041.754,3042.134,whisper_canonical
1034,1034_w0624,0,There's,3042.154,3042.354,whisper_canonical
1034,1034_w0624,1,members,3042.795,3043.175,whisper_canonical
1034,1034_w0624,2,of,3043.215,3043.275,whisper_canonical
1034,1034_w0624,3,Congress,3043.335,3043.936,whisper_canonical
1034,1034_w0624,4,on,3044.116,3044.196,whisper_canonical
1034,1034_w0624,5,both,3044.276,3044.516,whisper_canonical
1034,1034_w0624,6,sides,3044.576,3044.877,whisper_canonical
1034,1034_w0624,7,of,3044.977,3045.077,whisper_canonical
1034,1034_w0624,8,the,3045.137,3045.257,whisper_canonical
1034,1034_w0624,9,aisle.,3045.437,3045.637,whisper_canonical
1034,1034_w0625,0,They're,3045.998,3046.298,whisper_canonical
1034,1034_w0625,1,supporting,3046.358,3046.819,whisper_canonical
1034,1034_w0625,2,their,3046.839,3046.999,whisper_canonical
1034,1034_w0625,3,candidates,3047.019,3047.539,whisper_canonical
1034,1034_w0625,4,and,3047.599,3047.679,whisper_canonical
1034,1034_w0625,5,talking,3047.82,3048.18,whisper_canonical
1034,1034_w0625,6,to,3048.26,3048.52,whisper_canonical
1034,1034_w0625,7,the,3049.001,3049.101,whisper_canonical
1034,1034_w0625,8,media.,3049.161,3049.661,whisper_canonical
1034,1034_w0626,0,"Chris,",3049.982,3050.282,whisper_canonical
1034,1034_w0626,1,in,3050.482,3050.602,whisper_canonical
1034,1034_w0626,2,"Georgia,",3050.702,3051.203,whisper_canonical
1034,1034_w0626,3,"Republican,",3051.263,3051.944,whisper_canonical
1034,1034_w0626,4,"hey,",3051.984,3052.164,whisper_canonical
1034,1034_w0626,5,"Chris,",3052.184,3052.384,whisper_canonical
1034,1034_w0626,6,thanks,3052.404,3052.604,whisper_canonical
1034,1034_w0626,7,for,3052.624,3052.744,whisper_canonical
1034,1034_w0626,8,hanging,3052.784,3053.045,whisper_canonical
1034,1034_w0626,9,on,3053.105,3053.185,whisper_canonical
1034,1034_w0626,10,the,3053.205,3053.305,whisper_canonical
1034,1034_w0626,11,line.,3053.345,3053.605,whisper_canonical
1034,1034_w0627,0,In,3058.748,3058.908,whisper_canonical
1034,1034_w0627,1,the,3058.948,3059.028,whisper_canonical
1034,1034_w0627,2,"primaries,",3059.088,3059.828,whisper_canonical
1034,1034_w0627,3,isn't,3060.308,3060.569,whisper_canonical
1034,1034_w0627,4,that,3060.629,3060.809,whisper_canonical
1034,1034_w0627,5,when,3060.929,3061.069,whisper_canonical
1034,1034_w0627,6,we,3061.129,3061.309,whisper_canonical
1034,1034_w0627,7,decide,3061.329,3061.889,whisper_canonical
1034,1034_w0627,8,who,3062.049,3062.389,whisper_canonical
1034,1034_w0627,9,is,3062.809,3062.909,whisper_canonical
1034,1034_w0627,10,going,3062.949,3063.129,whisper_canonical
1034,1034_w0627,11,to,3063.149,3063.189,whisper_canonical
1034,1034_w0627,12,be,3063.229,3063.389,whisper_canonical
1034,1034_w0627,13,the,3063.429,3063.529,whisper_canonical
1034,1034_w0627,14,presidential,3063.589,3064.249,whisper_canonical
1034,1034_w0627,15,nominee?,3064.309,3064.81,whisper_canonical
1034,1034_w0628,0,And,3067.13,3067.21,whisper_canonical
1034,1034_w0628,1,so,3067.25,3067.37,whisper_canonical
1034,1034_w0628,2,your,3067.41,3067.53,whisper_canonical
1034,1034_w0628,3,point,3067.57,3067.83,whisper_canonical
1034,1034_w0628,4,is,3067.93,3068.07,whisper_canonical
1034,1034_w0628,5,"tonight,",3068.13,3068.531,whisper_canonical
1034,1034_w0628,6,Chris.,3068.651,3068.951,whisper_canonical
1034,1034_w0629,0,Kamala,3071.771,3072.192,whisper_canonical
1034,1034_w0629,1,Harris,3072.232,3072.592,whisper_canonical
1034,1034_w0629,2,wasn't,3072.652,3072.972,whisper_canonical
1034,1034_w0629,3,even,3073.012,3073.192,whisper_canonical
1034,1034_w0629,4,on,3073.252,3073.352,whisper_canonical
1034,1034_w0629,5,the,3073.392,3073.472,whisper_canonical
1034,1034_w0629,6,docket.,3073.492,3073.912,whisper_canonical
1034,1034_w0630,0,How,3075.272,3075.432,whisper_canonical
1034,1034_w0630,1,can,3075.492,3075.632,whisper_canonical
1034,1034_w0630,2,she,3075.672,3075.812,whisper_canonical
1034,1034_w0630,3,be,3075.852,3075.972,whisper_canonical
1034,1034_w0630,4,a,3076.013,3076.033,whisper_canonical
1034,1034_w0630,5,presidential,3076.093,3076.693,whisper_canonical
1034,1034_w0630,6,nominee?,3076.753,3077.233,whisper_canonical
1034,1034_w0631,0,Do,3077.913,3078.053,whisper_canonical
1034,1034_w0631,1,you,3078.113,3078.273,whisper_canonical
1034,1034_w0631,2,think,3078.333,3078.533,whisper_canonical
1034,1034_w0631,3,that,3078.573,3078.673,whisper_canonical
1034,1034_w0631,4,your,3078.833,3079.033,whisper_canonical
1034,1034_w0631,5,"candidate,",3079.073,3079.633,whisper_canonical
1034,1034_w0631,6,the,3080.134,3080.234,whisper_canonical
1034,1034_w0631,7,former,3080.254,3080.494,whisper_canonical
1034,1034_w0631,8,"president,",3080.514,3080.954,whisper_canonical
1034,1034_w0631,9,should,3080.974,3081.114,whisper_canonical
1034,1034_w0631,10,talk,3081.154,3081.354,whisper_canonical
1034,1034_w0631,11,about,3081.374,3081.554,whisper_canonical
1034,1034_w0631,12,that,3081.594,3081.774,whisper_canonical
1034,1034_w0631,13,tonight?,3081.794,3082.094,whisper_canonical
1034,1034_w0632,0,"Yes,",3083.634,3083.935,whisper_canonical
1034,1034_w0632,1,definitely.,3084.015,3084.495,whisper_canonical
1034,1034_w0633,0,All,3085.255,3085.355,whisper_canonical
1034,1034_w0633,1,right.,3085.375,3085.535,whisper_canonical
1034,1034_w0634,0,Ahead,3087.065,3087.285,whisper_canonical
1034,1034_w0634,1,of,3087.365,3087.425,whisper_canonical
1034,1034_w0634,2,"tonight,",3087.686,3088.086,whisper_canonical
1034,1034_w0634,3,there,3088.507,3088.707,whisper_canonical
1034,1034_w0634,4,"are,",3088.967,3089.107,whisper_canonical
1034,1034_w0634,5,of,3089.267,3089.327,whisper_canonical
1034,1034_w0634,6,"course,",3089.428,3089.728,whisper_canonical
1034,1034_w0634,7,new,3090.228,3090.369,whisper_canonical
1034,1034_w0634,8,"polling,",3090.389,3090.849,whisper_canonical
1034,1034_w0634,9,new,3091.009,3091.109,whisper_canonical
1034,1034_w0634,10,polling,3091.149,3091.43,whisper_canonical
1034,1034_w0634,11,out,3091.51,3091.65,whisper_canonical
1034,1034_w0634,12,every,3091.85,3092.211,whisper_canonical
1034,1034_w0634,13,week,3092.391,3092.711,whisper_canonical
1034,1034_w0634,14,on,3092.811,3092.871,whisper_canonical
1034,1034_w0634,15,this,3092.911,3093.091,whisper_canonical
1034,1034_w0634,16,race,3093.232,3093.572,whisper_canonical
1034,1034_w0634,17,as,3093.692,3093.752,whisper_canonical
1034,1034_w0634,18,we,3093.872,3094.113,whisper_canonical
1034,1034_w0634,19,enter,3094.633,3095.054,whisper_canonical
1034,1034_w0634,20,the,3095.074,3095.274,whisper_canonical
1034,1034_w0634,21,last,3095.314,3095.694,whisper_canonical
1034,1034_w0634,22,weeks,3096.335,3096.715,whisper_canonical
1034,1034_w0634,23,of,3097.096,3097.196,whisper_canonical
1034,1034_w0634,24,this,3097.216,3097.556,whisper_canonical
1034,1034_w0634,25,election,3097.716,3098.177,whisper_canonical
1034,1034_w0634,26,cycle.,3098.277,3098.757,whisper_canonical
1034,1034_w0635,0,New,3099.238,3099.338,whisper_canonical
1034,1034_w0635,1,York,3099.378,3099.558,whisper_canonical
1034,1034_w0635,2,"Times,",3099.618,3100.099,whisper_canonical
1034,1034_w0635,3,with,3100.379,3100.539,whisper_canonical
1034,1034_w0635,4,their,3100.579,3100.8,whisper_canonical
1034,1034_w0635,5,latest,3100.86,3101.26,whisper_canonical
1034,1034_w0635,6,polling.,3101.42,3101.861,whisper_canonical
1034,1034_w0636,0,The,3102.701,3102.801,whisper_canonical
1034,1034_w0636,1,headline,3102.842,3103.382,whisper_canonical
1034,1034_w0636,2,is,3103.722,3103.902,whisper_canonical
1034,1034_w0636,3,released,3104.363,3104.723,whisper_canonical
1034,1034_w0636,4,by,3104.763,3104.883,whisper_canonical
1034,1034_w0636,5,Sienna,3104.923,3105.243,whisper_canonical
1034,1034_w0636,6,"College,",3105.263,3105.683,whisper_canonical
1034,1034_w0636,7,a,3105.703,3105.723,whisper_canonical
1034,1034_w0636,8,national,3105.944,3106.564,whisper_canonical
1034,1034_w0636,9,poll,3106.724,3107.204,whisper_canonical
