debate_audio_id,turn_id,speaker_raw,n_words,start_sec,end_sec,duration_sec,text
1013,1013_t0095,BUSH,194,2642.22,2706.64,64.42,"No. We've got one in Texas. And guess what? The three men who murdered James Byrd, guess what's going to happen to them? They're going to be put to death. A jury found them guilty. It's going to be hard to punish them any worse after they get put to death. And it's the right cause. It's the right decision. Secondly, there is other forms of racial profiling that goes on in America. Arab-Americans are racially profiled in what is called secret evidence. People are stopped, and we have to do something about that. My friend, Senator Spencer Abraham of Michigan, is pushing a law to make sure that Arab-Americans are treated with respect. So racial profiling isn't just an issue at local police forces. It's an issue throughout our society. And as we become a diverse society, we're going to have to deal with it more and more. I believe, though — I believe, as sure as I'm sitting here, that most Americans really care. They're tolerant people. They're good, tolerant people. It's the very few that create most of the crises, and we just have to find them and deal with them."
1013,1013_t0096,MODERATOR,38,2706.64,2720.37,13.73,"What — if you become president, Governor, are there other areas, racial problem areas, that you would deal with as president involving discrimination? Like you said, Arab-Americans, but also Hispanics, Asians, as well as Blacks in this country."
1013,1013_t0097,BUSH,271,2720.37,2817.3,96.93,"Let me tell you where the biggest discrimination comes. In public education when we just move children through the schools. My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right. And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated. I mean every child. It starts with making sure every child learns to read. K-2 diagnostic testing so we know whether or not there's a deficiency. Curriculum that works and phonics needs to be an integral part of our reading curriculum. Intensive reading laboratories, teacher retraining. I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children. We can do better in our public schools. We can close an achievement gap, and it starts with making sure we have strong accountability, Jim. One of the cornerstones of reform, and good reform, is to measure. Because when you measure you can ask the question, do they know? Is anybody being profiled? Is anybody being discriminated against? It becomes a tool, a corrective tool. And I believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning. And if they are, fine. And if they're not, there has to be a consequence. And so to make sure we end up getting rid of basic structural prejudice is education. There is nothing more prejudiced than not educating a child."
1013,1013_t0098,MODERATOR,14,2817.3,2822.37,5.07,"Vice President Gore, what would be on your racial discrimination elimination list as president?"
1013,1013_t0099,GORE,66,2822.37,2845.48,23.11,"Well, I think we need tough enforcement of the civil rights laws. I think we still need affirmative action. I would pass a hate crimes law, as I said, and I guess I had misunderstood the governor's previous position. The Byrd family may have a misunderstanding of it in Texas also. But I would like to shift, if I could, to the big issue of education."
1013,1013_t0100,MODERATOR,12,2845.48,2850.52,5.04,Hold on one second. What is the misunderstanding? Let's clear this up.
1013,1013_t0101,GORE,53,2850.55,2864.31,13.76,"Well, I had thought that there was a controversy at the end of the legislative session where the hate crimes law in Texas was — failed, and that the Byrd family, among others, asked you to support it, Governor, and it died in committee for lack of support. Am I wrong about that?"
1013,1013_t0102,BUSH,24,2864.31,2872.05,7.74,"Well, you don't realize we have a hate crimes statute? We do. GORE: I'm talking about the one that was proposed to deal —"
1013,1013_t0103,BUSH,34,2873.38,2881.96,8.58,"No — well, what the Vice President must not understand is we've got a hate crimes bill in Texas. And secondly, the people that murdered Mr. Byrd got the ultimate punishment. The death penalty."
1013,1013_t0104,MODERATOR,12,2881.96,2885.43,3.47,"They were prosecuted under the murder laws, were they not, in Texas?"
1013,1013_t0105,BUSH,51,2885.43,2904.23,18.8,"In this case when you murder somebody it's hate, Jim. The crime is hate. And they got the ultimate punishment. I'm not exactly sure how you enhance the penalty any more than the death penalty. We happen to have a statute on the books that's a hate crimes statute in Texas."
1013,1013_t0106,GORE,3,2904.23,2905.63,1.4,May I respond?
1013,1013_t0107,MODERATOR,1,2905.63,2905.72,0.09,Sure.
1013,1013_t0108,GORE,146,2905.72,2960.37,54.65,"I don't want to jump in. I may have been misled by all the news reports about this matter, because the law that was proposed in Texas that had the support of the Byrd family and a whole lot of people in Texas did, in fact, die in committee. There may be some other statute that was already on the books, but certainly the advocates of the hate crimes law felt that a tough new law was needed. And it's important, Jim, not only — not just because of Texas, but because this mirrors the national controversy. There is pending now in the Congress a national hate crimes law because of James Byrd, because of Matthew Shepard, who was crucified on a split rail fence by bigots, and because of others. And that law has died in committee also because of the same kind of opposition."
1013,1013_t0109,MODERATOR,6,2960.37,2962.03,1.66,And you would support that bill.
1013,1013_t0110,GORE,1,2962.47,2963.07,0.6,Absolutely.
1013,1013_t0111,MODERATOR,8,2963.07,2967.72,4.65,Would you support a national hate crimes law?
1013,1013_t0112,BUSH,110,2967.72,2997.54,29.82,"I would support the Orrin Hatch version of it, not the Senator Kennedy version. But let me say to you, Mr. Vice President, we're happy with our laws on our books. That bill did — there was another bill that did die in committee. But I want to repeat, if you have a state that fully supports the law like we do in Texas, we're going to go after all crime. And we're going to make sure people get punished for the crime. And in this case we can't enhance the penalty any more than putting those three thugs to death. And that's what's gonna happen in the State of Texas."
1013,1013_t0113,MODERATOR,32,2997.54,3008.29,10.75,"New subject, new question. Another vice presidential debate follow-up. Governor, both Senator Lieberman and Secretary Cheney said they were sympathetically rethinking their views on same sex relationships. What's your position on that?"
1013,1013_t0114,BUSH,115,3008.84,3045.82,36.98,"I'm not for gay marriage. I think marriage is a sacred institution between a man and a woman. And I appreciated the way the administration signed the Defense of Marriage Act. I presume the Vice President supported it when the President signed that bill and supports it now. But I think marriage is a sacred institution. I'm going to be respectful for people who may disagree with me. I've had a record of doing so in the State of Texas. I've been a person that had been called a uniter, not a divider, because I accept other people's points of view. But I feel strongly that marriage should be between a man and a woman."
1013,1013_t0115,MODERATOR,3,3045.82,3047.29,1.47,Vice President Gore?
1013,1013_t0116,GORE,52,3047.29,3067.01,19.72,"I agree with that, and I did support that law. But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman. And I think the three of us have one view and the Governor has another view."
1013,1013_t0117,MODERATOR,3,3067.01,3067.76,0.75,Is that right?
1013,1013_t0118,BUSH,83,3068.62,3089.11,20.49,"I'm not sure what kind of view he's describing to me. I can just tell you, I'm a person who respects other people. I respect their — I respect — on the one hand he says he agrees with me and then he says he doesn't. I'm not sure where he's coming from. But I will be a tolerant person. I've been a tolerant person all my life. I just happen to believe strongly that marriage is between a man and a woman."
1013,1013_t0119,MODERATOR,18,3089.11,3093.73,4.62,Do you believe in general terms that gays and lesbians should have the same rights as other Americans?
1013,1013_t0120,BUSH,20,3093.73,3099.79,6.06,"Yes. I don't think they ought to have special rights, but I think they ought to have the same rights."
1013,1013_t0121,GORE,72,3100.29,3123.5,23.21,"Well, there's a law pending called the Employment Non-Discrimination Act. I strongly support it. What it says is that gays and lesbians can't be fired from their job because they're gay or lesbian. And it would be a federal law preventing that. Now, I wonder if the — it's been blocked by the opponents in the majority in the Congress. I wonder if the Governor would lend his support to that law."
1013,1013_t0122,MODERATOR,1,3123.69,3123.9,0.21,Governor?
1013,1013_t0123,BUSH,3,3123.94,3124.97,1.03,The question —
1013,1013_t0124,MODERATOR,6,3124.97,3126.54,1.57,"Well, but it's a logical response."
1013,1013_t0125,BUSH,119,3126.54,3155.23,28.69,"Well, I have no idea. I mean, he can throw out all kinds — I don't know the particulars of this law. I will tell you I'm the kind of person, I don't hire or fire somebody based upon their sexual orientation. As a matter of fact, I would like to take the issue a little further. I don't really think it's any of my — you know, any of my concerns what — how you conduct your sex life. And I think that's a private matter. And I think that's the way it ought to be. But I'm going to be respectful for people, I'll tolerate people, and I support equal rights but not special rights for people."
1013,1013_t0126,MODERATOR,8,3155.23,3158.21,2.98,"Special rights, how does that affect gays and lesbians?"
1013,1013_t0127,BUSH,37,3158.21,3172.22,14.01,"Well, it would be if they're given special protective status. That doesn't mean we shouldn't fully enforce laws and fully protect people and fully honor people, which I will do as the President of the United States."
1013,1013_t0128,MODERATOR,32,3172.22,3181.18,8.96,"New subject, new question, Vice President Gore. How do you see the connection between controlling gun sales in this country and the incidence of death by accidental or intentional use of guns?"
1013,1013_t0129,GORE,308,3181.18,3301.98,120.8,"Jim, I hope that we can come back to the subject of education because the governor made an extensive statement on it and I have a very different view than the one he expressed. But that having been said, I believe that — well, first of all, let me say that the governor and I agree on some things where this subject is concerned. I will not do anything to affect the rights of hunters or sportsmen. I think that homeowners have to be respected and their right to have a gun if they wish to. The problem I see is that there are too many guns getting into the hands of children, and criminals, and people who, for whatever reason, some kind of history of stalking or domestic abuse really should not be able to get guns. I think these assault weapons are a problem. So I favor closing the gun show loophole. In fact, I cast the tie-breaking vote to close it, but then the majority in the House of Representatives went the other way. That's still pending. If we could get agreement on that, maybe they could pass that in the final days of this Congress. I think we ought to restore the three-day waiting period under the Brady Law. I think we should toughen the enforcement of gun laws so that the ones that are already on the books can be enforced much more effectively. Some of the restrictions that have been placed by the Congress in the last couple of years. I think — in the last few years I think have been unfortunate. I think that we ought to make all schools gun free. Have a gun-free zone around every school in this country. I think that measures like these are important. Child safety trigger locks on a mandatory basis, and others."
1013,1013_t0130,MODERATOR,1,3302.43,3302.91,0.48,Governor?
1013,1013_t0131,BUSH,336,3302.91,3398.11,95.2,"Well, it starts with enforcing law. When you say loud and clear to somebody if you're going to carry a gun illegally, we're going to arrest you. If you're going to sell a gun illegally, you need to be arrested. If you commit a crime with a gun, there needs to be absolute certainty in the law. And that means that the local law enforcement officials need help at the federal level. Programs like Project Exile where the federal government intensifies arresting people who illegally use guns. And we haven't done a very good job of that at the federal level recently. And I'm going to make it a priority. Secondly, I don't think we ought to be selling guns to people who shouldn't have them. That's why I support instant background checks at gun shows. One of the reasons we have an instant background check is so that we instantly know whether or not somebody should have a gun or not. In Texas I tried to do something innovative. There's a lot of talk about trigger locks being on guns sold in the future. I support that. But I said if you want a trigger lock to make your gun safe, come and get one for free. So we're distributing in our State of Texas for free. I think we ought to raise the age at which a juvenile can carry a handgun from 18 to 21. I disagree with the vice president on this issue. He is for registration of guns. I think the only people that are going to show up to register or get a license — I guess licensing like a driver's license for a gun, the only people that are going to show up are law-abiding citizens. The criminal is not going to show up and say hey, give me my I.D. card. It's the law-abiding citizens who will do that. An I don't think that is going to be an effective tool to make the — keep our society safe."
1013,1013_t0132,MODERATOR,19,3398.11,3404.95,6.84,"All right. So on guns, somebody wants to cast a vote based on your differences, where are the differences?"
1013,1013_t0133,GORE,15,3404.95,3411.11,6.16,"Well, I'm not for registration. I am for licensing by states of new handgun purchases."
1013,1013_t0134,MODERATOR,3,3411.11,3412.92,1.81,What's that mean?
1013,1013_t0135,GORE,18,3412.92,3420.85,7.93,"A photo license I.D. like a driver's license for new handguns and, you know, the Los Angeles —"
1013,1013_t0136,MODERATOR,23,3420.85,3429.44,8.59,"Excuse me, you would have to get the license — a photo I.D. to go in and before you could buy the gun?"
1013,1013_t0137,GORE,1,3429.44,3429.54,0.1,Correct.
1013,1013_t0138,MODERATOR,7,3429.54,3431.82,2.28,All right. Who would issue the —
1013,1013_t0139,GORE,173,3431.82,3502.73,70.91,"The state. The state. I think states should do that for new handguns, because too many criminals are getting guns. There was a recent investigation of the number in Texas who got — who were given concealed weapons permits in spite of the fact that they had records. And the ""Los Angeles Times"" spent a lot of ink going into that. But I am not for doing anything that would affect hunters or sportsmen, rifles, shotguns, existing handguns. I do think that sensible gun safety measures are warranted now. Look, this is the year — this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people. The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns. That conceivably could have prevented that tragedy."
1013,1013_t0140,MODERATOR,25,3503.3,3510.8,7.5,"Back to the question about the differences on gun control. What are they, Governor, from your point of view, between you and the Vice President?"
1013,1013_t0141,BUSH,247,3510.8,3588.03,77.23,"Well, I'm not for photo licensing. Let me say something about Columbine. Listen, we've got gun laws. He says we ought to have gun-free schools. Everybody believes that. I'm sure every state in the union has got them. You can't carry a gun into a school. And there ought to be a consequence when you do carry a gun into a school. But Columbine spoke to a larger issue. It's really a matter of culture. It's a culture that somewhere along the line we've begun to disrespect life. Where a child can walk in and have their heart turned dark as a result of being on the Internet and walk in and decide to take somebody else's life? So gun laws are important, no question about it, but so is loving children, and character education classes, and faith-based programs being a part of after-school programs. Some desperate child needs to have somebody put their arm around them and say, we love you. So there's a — this is a society that — of ours that's got to do a better job of teaching children right from wrong. And we can enforce law. But there seems to be a lot of preoccupation on — not certainly only in this debate, but just in general on law. But there's a larger law. Love your neighbor like you would like to be loved yourself. And that's where our society must head if we're going to be a peaceful and prosperous society."
1013,1013_t0142,GORE,223,3588.03,3658.2,70.17,"I also believe in the Golden Rule. And I agree with a lot of the other things that the governor has said. We do have a serious problem in our culture. Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have. But I feel very strongly about that. And if I'm elected president, I will do something about that. But I think that we — I think we have to start with better parenting. But I don't think that we can ignore the role played by guns. I mean, the fact is that there — even though no state wants them, there are guns in some schools. And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them. And I think that if you look at the situation as it exists here in the United States compared to any other country in the world, it seems to me pretty obvious that while we respect the rights of hunters and sportsmen, we do need some common sense gun safety steps to stem this flood of guns that are getting into the wrong hands."
1013,1013_t0143,BUSH,108,3658.2,3690.68,32.48,"Yeah, no question about that, but there also needs to be strong enforcement of the law. Some kid who feels like — doesn't matter where the gun comes from, it could be a cheap gun, expensive gun. What matters is something in this person's head says there is not going to be a consequence. So in my state we toughen up the juvenile justice laws. We added beds. We're tough. We believe in tough love. We say, if you get caught carrying a gun, you're automatically detained. And that's what needs to happen. We've got laws. If laws need to be strengthened, like instant background checks, that's important."
1013,1013_t0144,MODERATOR,47,3691.19,3710.3,19.11,"New question. As I was saying. Both of you — Governor, both of you have talked much about Medicare and health care for seniors. What about the more than 40 million younger Americans who do not have health insurance right now? What would you do about that?"
1013,1013_t0145,BUSH,36,3710.3,3724.12,13.82,"Well, I've got a plan to do something about that. It's to make health care affordable and available this way. First, there's some who should be buying health care who choose not to. There's some —"
1013,1013_t0146,MODERATOR,5,3724.12,3725.17,1.05,Some of the 40 million.
1013,1013_t0147,BUSH,314,3725.17,3828.27,103.1,"Some of the healthy folks, healthy young kids say I'll never get sick, therefore I don't need health care right now. For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest, like medical savings accounts with rollover capacity. In other words, you say to a youngster, it will be in your financial interest to start saving for future illness, but for the working folks that do want to have health care that can't afford it, a couple of things we need to do. One, we need more community health centers. I've developed — put out money in my budget to expand community health centers all around the country. These are places where people can get primary care. Secondly — and they're good. They're very important parts of the safety net of health care. Secondly, that you get a $2,000 rebate from the government if you're a family of $30,000 or less — it scales down as you get higher — that you can use to purchase health care in the private markets. It will be a huge down payment for a pretty darn good system. If you allow — also allow — convince states to — allow states to allow the mother to match some of the children's health insurance money with it, the pool purchasing power. And to make health care more affordable, allow business associations like the National Federal of Independent Business or the Chamber of Commerce or the National Restaurant Association to write association plans across jurisdictional lines so that small businesses have got the capacity to have national pooling to drive the cost of insurance down. I think that's the very best way to go. It empowers people, it trusts people, it makes — and it's a practical way to encourage people to purchase health care insurance."
1013,1013_t0148,MODERATOR,3,3828.27,3829.74,1.47,Vice President Gore?
1013,1013_t0149,GORE,278,3829.74,3935.12,105.38,"It's one of my top priorities, Jim, to give every single child in the United States affordable health care within the next four years. I would like to see eventually in this country some form of universal health care, but I'm not for a government-run system. In fact, I'm for shrinking the size of government. I want a smaller and smarter government. I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years. And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years. So I want to proceed carefully to cover more people. But I think we should start by greatly expanding the so-called child health insurance or CHIP program to give health insurance to every single child in this country. I think it's intolerable that we have so many millions of children without any health insurance. So it's one of my top priorities. Now, I know that we have some disagreements on this. And I'm sorry to tell you that, you know, there is a record here. And Texas ranks 49th out of the 50 states in health care — in children with health care. 49th for women with health care, and 50th for families with health care. So it is a priority for me. I guarantee you. I'm not aware of any program — well, I'll just leave it at that. I think it ought to be a top priority."
1013,1013_t0150,MODERATOR,12,3935.12,3938.3,3.18,"Governor, did the — are the vice president's figures correct about Texas?"
1013,1013_t0151,BUSH,228,3938.3,4015.5,77.2,"First of all, let me say he's not for a government-run health care system? I thought that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system. It was fortunately stopped in its tracks. Secondly, we spend $4.7 billion a year on the uninsured in the State of Texas. Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up. Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President. It may come as a shock for somebody who has been in Washington for so long. But actually limited government can work in the second largest state in the union. And therefore Congress passes the bill after our session in 1997 ended, we passed an enabling legislation in 1999. We've signed up over 110,000 children to the CHIPS program. For comparable states our size, we're signing them up as fast as any other state. You can quote all the numbers you want, but I'm telling you we care about our people in Texas. We spent a lot of money to make sure people get health care in the State of Texas, and we're doing a better job than they are at the national level for reducing uninsured."
1013,1013_t0152,MODERATOR,3,4015.5,4016.01,0.51,Is he right?
1013,1013_t0153,GORE,256,4016.01,4112.38,96.37,"Well, I don't know about all these percentages that he throws out, but I do know that — I speculate that the reason why he didn't answer your question directly as to whether my numbers were right, the facts were right about Texas ranking dead last in families with health insurance and 49th out of 50 for both children and women, is because those facts are correct. And as for why it happened, I'm no expert on the Texas procedures, but what my friends there tell me is that the governor opposed a measure put forward by Democrats in the legislature to expand the number of children that would be covered. And instead directed the money toward a tax cut, a significant part of which went to wealthy interests. He declared the need for a new tax cut for the oil companies in Texas an emergency need, and so the money was taken away from the CHIP program. There's — you don't have to take my word for this. There is now a federal judge's opinion about the current management of this program ordering the State of Texas to do — you should read that judge's language about this. I believe there are 1.4 million children in Texas who do not have health insurance. 600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up."
1013,1013_t0154,MODERATOR,15,4112.38,4115.32,2.94,Let's let the governor respond to that. Are those numbers correct? Are his charges correct?
1013,1013_t0155,BUSH,224,4115.32,4188.6,73.28,"If he's trying to allege that I'm a hard-hearted person and I don't care about children, he's absolutely wrong. We've spent $4.7 billion a year in the State of Texas for uninsured people. And they get health care. Now, it's not the most efficient way to get people health care. But I want to remind you, the number of uninsured in America during their watch has increased. He can make any excuse he wants, but the facts are that we're reducing the number of uninsured percentage of our population. And as the percentage of the population is increasing nationally, somehow the allegation that we don't care and we're going to give money for this interest or that interest and not for children in the State of Texas is totally absurd. Let me just tell you who the jury is. The people of Texas. There's only been one governor ever elected to back-to-back four-year terms, and that was me. And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person. So he can throw all the kinds of numbers around. I'm just telling you our state comes together to do what is right. We come together both Republicans and Democrats."
1013,1013_t0156,MODERATOR,44,4188.6,4202.94,14.34,"Let me put that directly to you, Vice President Gore. The reason you brought this up, is it — are you suggesting that those numbers and that record will reflect the way Governor Bush will operate in this area of health insurance as president?"
1013,1013_t0157,GORE,238,4202.94,4287.08,84.14,"Yes, yes. But it's not a statement about his heart. I don't claim to know his heart. I think he's a good person. I make no allegations about that. I believe him when he says that he has a good heart. I know enough about your story to admire a lot of the things that you have done as a person. But I think it's about his priorities. And let me tell you exactly why I think that the choice he made to give a tax cut for the oil companies and others before addressing this — I mean, if you were the governor of a state that was dead last in health care for families, and all of a sudden you found yourself with the biggest surplus your state had ever had in its history, wouldn't you want to maybe use some of it to climb from 50th to, say, 45 or 40 or something or maybe better? I would. Now, but here is why it's directly relevant, Jim. Because by his own budget numbers, his proposals for spending on tax cuts for the wealthiest of the wealthy are more than the new spending proposals that he has made for health care and education and national defense all combined. According to his own numbers. So it's not a question of his heart, as far as I know. It's a question of priorities and values. See, you know —"
1013,1013_t0158,MODERATOR,4,4287.08,4288.77,1.69,Let me ask —
1013,1013_t0159,BUSH,20,4288.77,4295.6,6.83,"First of all, that's simply not true what he just said, of course. And secondly, I repeat to you —"
1013,1013_t0160,MODERATOR,5,4295.6,4296.74,1.14,"What is not true, Governor?"
1013,1013_t0161,BUSH,301,4296.74,4382.62,85.88,"That we spent — the top 1% receive 223 as opposed to 445 billion in new spending. The top — let's talk about my tax plan. The top 1% will pay one-third of all the federal income taxes. And in return, get one-fifth of the benefits, because most of the tax reductions go to the people at the bottom end of the economic ladder. That stands in stark contrast, by the way, to a man who is going to leave 50 million — 50 million Americans out of tax relief. We just have a different point of view. It's a totally different point of view. He believes only the right people ought to get tax relief. I believe everybody who pays taxes ought to get tax relief. Let me go back to Texas, for example, for a minute. We pay 4.7 billion. I can't emphasize to you how much. I signed a bill that puts CHIPS in place. The bill finally came out at the end of the 1999 session. We're working hard to sign up children. We're doing it faster than any other state our size, comparable state. We're making really good progress. And our state cares a lot about our children. My priority is going to be the health of our citizens. These folks have had eight years to get something done in Washington, D.C. on the uninsured. They have not done it. They've had eight years to get something done on Medicare. And they have not got it done. And my case to the American people is, if you're happy with inactivity, stay with the horse. The horse is up here now. But if you want change, you need to get somebody that knows how to bring Republicans and Democrats together to get positive things done for America."
1013,1013_t0162,MODERATOR,48,4382.62,4398.8,16.18,"New question, new subject. Vice President Gore, on the environment. In your 1992 book you said, quote, ""We must make the rescue of our environment the central organizing principle for civilization and there must be a wrenching transformation to save the planet."" Do you still feel that way?"
1013,1013_t0163,GORE,318,4399.11,4522.08,122.97,"I do. I think that in this 21st century we will soon see the consequences of what's called global warming. There was a study just a few weeks ago suggesting that in summertime the north polar ice cap will be completely gone in 50 years. Already many people see the strange weather conditions that the old timers say they've never seen before in their lifetimes. And what's happening is the level of pollution is increasing significantly. Now, here is the good news, Jim. If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies. You know the Japanese are breathing down our necks on this. They're moving very rapidly because they know that it is a fast-growing world market. Some of these other countries, particularly in the developing world, their pollution is much worse than anywhere else and their people want higher standards of living. And so they're looking for ways to satisfy their desire for a better life and still reduce pollution at the same time. I think that holding onto the old ways and the old argument that the environment and the economy are in conflict is really outdated. We have to be bold. We have to provide leadership. Now it's true that we disagree on this. The governor said that he doesn't think this problem is necessarily caused by people. He's for letting the oil companies into the Arctic National Wildlife Refuge. Houston has just become the smoggiest city in the country. And Texas is number one in industrial pollution. We have a very different outlook. And I'll tell you this, I will fight for a clean environment in ways that strengthen our economy."
1013,1013_t0164,MODERATOR,1,4522.12,4522.72,0.6,Governor?
1013,1013_t0165,BUSH,41,4522.95,4537.8,14.85,"Well, let me start with Texas. We are a big industrial state. We reduced our industrial waste by 11%. We cleaned up more brown fields than any other administration in my state's history, 450 of them. Our water is cleaner now."
1013,1013_t0166,MODERATOR,12,4537.8,4542.1,4.3,Explain what a brown field is to those who don't follow this.
1013,1013_t0167,BUSH,309,4542.1,4644.74,102.64,"A brown field is an abandoned industrial site that just sits idle in some of our urban centers. And people are willing to invest capital in the brown fields don't want to do so for fear of lawsuit. I think we ought to have federal liability protection, depending upon whether or not standards have been met. The book you mentioned that Vice President Gore wrote, he also called for taxing — big energy taxes in order to clean up the environment. And now that the energy prices are high, I guess he's not advocating those big energy taxes right now. I believe we ought to fully fund the Land and Water Conservation Fund to — with half the money going to states so states can make the right decisions for environmental quality. I think we need to have clean coal technologies. I propose $2 billion worth. By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to — in Prudhoe Bay that your administration opened up for exploration in that pristine area. And it was a smart move because there's gas reserves up there. We need gas pipelines to bring the gas down. Gas is a clean fuel that we can burn to — we need to make sure that if we decontrol our plants that there's mandatory — that the plants must conform to clean air standards, the grandfathered plants, that's what we did in Texas. No excuses. You must conform. In other words, there are practical things we can do. But it starts with working in a collaborative effort with states and local folks. If you own the land, every day is Earth Day. People care a lot about their land and care about their environment. Not all wisdom is in Washington, D.C. on this issue."
1013,1013_t0168,MODERATOR,35,4644.74,4654.49,9.75,"Where do you see the basic difference in very simple terms in two or three sentences between you and the governor on the environment? If a voter wants to make a choice, what is it?"
1013,1013_t0169,GORE,116,4654.49,4701.18,46.69,"I'm really strongly committed to clean water and clean air, and cleaning up the new kinds of challenges like global warming. He is right that I'm not in favor of energy taxes. I am in favor of tax cuts to encourage and give incentives for the quicker development of these new kinds of technologies. And let me say again, Detroit is rearing to go on that. We differ on the Arctic National Wildlife Refuge, as I have said. We differ on whether or not pollution controls ought to be voluntary. I don't think you can — I don't think you can get results that way. We differ on the kinds of appointments that we would make."
1013,1013_t0170,MODERATOR,7,4701.18,4702.75,1.57,Would you say it's a fundamental difference?
1013,1013_t0171,GORE,12,4702.75,4706.48,3.73,I think it's a fundamental difference. Let me give you an example.
1013,1013_t0172,MODERATOR,4,4706.48,4707.65,1.17,Hold on one second.
1013,1013_t0173,GORE,2,4707.65,4707.96,0.31,"Okay, sure."
1013,1013_t0174,MODERATOR,37,4707.96,4717.31,9.35,"We've talked about supply. I just want to know for somebody — we're getting close to the end of our time here. If somebody wanted to vote on the environment, how would you draw the differences, Governor?"
1013,1013_t0175,BUSH,135,4717.31,4756.66,39.35,"Well, I don't believe in command and control out of Washington, D.C. I believe Washington ought to set standards, but again I think we ought to be collaborative at the local levels and I think we ought to work with people at the local levels. And by the way, I just want to make sure — I can't let him just say something and not correct it. The electric decontrol bill that I fought for and signed in Texas has mandatory emission standards, Mr. Vice President. That's what we ought to do at the federal level when it comes to grandfathered plants for utilities. I think there's a difference. I think, for example, take — when they took 40 million acres of land out of circulation without consulting local officials, I thought that was —"
1013,1013_t0176,MODERATOR,6,4756.66,4760.66,4.0,That was out in the west?
1013,1013_t0177,BUSH,48,4760.66,4772.18,11.52,"Out in the west, yeah. And so — on the logging issue. That's not the way I would have done it. Perhaps some of that land needs to be set aside. But I certainly would have consulted with governors and elected officials before I would have acted unilaterally."
1013,1013_t0178,MODERATOR,28,4772.18,4782.75,10.57,Would you believe the federal government still has some new rules and new regulations and new laws to pass in the environmental area or do you think —
1013,1013_t0179,BUSH,18,4782.75,4786.28,3.53,"Sure, absolutely, so long as they're based upon science and they're reasonable. So long as people have input."
1013,1013_t0180,MODERATOR,4,4786.28,4787.89,1.61,What about global warming?
1013,1013_t0181,BUSH,101,4788.2,4812.84,24.64,"I think it's an issue that we need to take very seriously. But I don't think we know the solution to global warming yet. And I don't think we've got all the facts before we make decisions. I tell you one thing I'm not going to do is I'm not going to let the United States carry the burden for cleaning up the world's air. Like Kyoto Treaty would have done. China and India were exempted from that treaty. I think we need to be more even-handed, as evidently 99 senators — I think it was 99 senators supported that position."
1013,1013_t0182,MODERATOR,11,4812.84,4817.45,4.61,"Global warming, the Senate did turn it down. I think —"
1013,1013_t0183,BUSH,2,4817.45,4818.81,1.36,99 to nothing.
1013,1013_t0184,GORE,233,4818.81,4912.39,93.58,"Well, that vote wasn't exactly — a lot of the supporters of the Kyoto Treaty actually ended up voting for that because the way it was worded. But there's no doubt there's a lot of opposition to it in the Senate. I'm not for command and control techniques either. I'm for working with the groups, not just with industry but also with the citizen groups and local communities to control sprawl in ways that the local communities themselves come up with. But I disagree that we don't know the cause of global warming. I think that we do. It's pollution, carbon dioxide, and other chemicals that are even more potent, but in smaller quantities, that cause this. Look, the world's temperature is going up, weather patterns are changing, storms are getting more violent and unpredictable. What are we going to tell our children? I'm a grandfather now. I want to be able to tell my grandson when I'm in my later years that I didn't turn away from the evidence that showed that we were doing some serious harm. In my faith tradition, it is — it's written in the book of Matthew, ""Where your heart is, there is your treasure also."" And I believe that — that we ought to recognize the value to our children and grandchildren of taking steps that preserve the environment in a way that's good for them."
