debate_audio_id,turn_id,sentence_id,sentence_index_in_turn,speaker_raw,n_words,n_words_matched,start_sec,end_sec,duration_sec,sentence_text
1010,1010_t0059,1010_t0059_s003,2,CLINTON,8,7,2438.105,2441.827,3.722,You’re almost not old enough to remember this.
1010,1010_t0059,1010_t0059_s004,3,CLINTON,16,15,2442.728,2446.811,4.083,"But we tried this before, promising people an election year tax cut that’s not paid for."
1010,1010_t0060,1010_t0060_s001,0,DOLE,7,5,2446.911,2447.932,1.021,You tried it last time you ran.
1010,1010_t0061,1010_t0061_s001,0,CLINTON,8,6,2448.092,2450.093,2.001,Tell him you can have everything you got.
1010,1010_t0061,1010_t0061_s002,1,CLINTON,7,7,2451.975,2453.636,1.661,And so let me just say this.
1010,1010_t0061,1010_t0061_s003,2,CLINTON,15,15,2453.656,2458.399,4.743,Did you hear him say that Congress just voted to increase student loans and scholarships?
1010,1010_t0061,1010_t0061_s004,3,CLINTON,5,5,2459.28,2460.421,1.141,They did after he left.
1010,1010_t0061,1010_t0061_s005,4,CLINTON,11,11,2461.001,2465.264,4.263,"The last budget he led cut Pell Grants, cut student loans."
1010,1010_t0061,1010_t0061_s006,5,CLINTON,9,9,2465.844,2467.726,1.882,I vetoed it when they shut the government down.
1010,1010_t0061,1010_t0061_s007,6,CLINTON,17,17,2468.768,2476.131,7.363,My plan would give students a dollar-for-dollar reduction for the cost of a typical community college tuition.
1010,1010_t0061,1010_t0061_s008,7,CLINTON,11,9,2476.431,2478.993,2.562,"A $10,000 deduction a year for the cost of college tuition."
1010,1010_t0061,1010_t0061_s009,8,CLINTON,22,18,2479.313,2484.975,5.662,"We let families save in an IRA, withdraw tax free to pay for the cost of education and it’s all paid for."
1010,1010_t0061,1010_t0061_s010,9,CLINTON,7,7,2485.535,2487.556,2.021,My whole administration is about your future.
1010,1010_t0061,1010_t0061_s011,10,CLINTON,13,12,2487.887,2490.418,2.532,It’s about what the 21st century is going to be like for you.
1010,1010_t0061,1010_t0061_s012,11,CLINTON,10,9,2491.238,2492.739,1.501,I hope you will look at the ideas in it.
1010,1010_t0061,1010_t0061_s013,12,CLINTON,2,2,2493.159,2493.439,0.28,Thank you.
1010,1010_t0062,1010_t0062_s001,0,DOLE,16,14,2495.927,2498.97,3.043,"When you don’t have any ideas, I guess you say the other person’s ideas are old."
1010,1010_t0062,1010_t0062_s002,1,DOLE,9,8,2500.09,2501.592,1.502,"As I said earlier, they don’t have any ideas."
1010,1010_t0062,1010_t0062_s003,2,DOLE,10,9,2502.212,2504.874,2.662,Their ideas is to raise taxes and spend more money.
1010,1010_t0062,1010_t0062_s004,3,DOLE,4,3,2505.004,2506.075,1.071,That’s the liberal philosophy.
1010,1010_t0062,1010_t0062_s005,4,DOLE,9,7,2506.195,2508.417,2.222,"That’s what you like, you’ve got a perfect candidate."
1010,1010_t0062,1010_t0062_s006,5,DOLE,7,6,2509.698,2512.731,3.033,President Clinton came to California in 1992.
1010,1010_t0062,1010_t0062_s007,6,DOLE,18,18,2513.041,2516.383,3.342,He said the centerpiece in my first four years is going to be a middle class tax cut.
1010,1010_t0062,1010_t0062_s008,7,DOLE,8,8,2516.704,2520.118,3.414,"Now all you got that tax cut, congratulations."
1010,1010_t0062,1010_t0062_s009,8,DOLE,7,7,2520.458,2521.739,1.281,Because you got a big tax increase.
1010,1010_t0062,1010_t0062_s010,9,DOLE,8,6,2521.759,2524.259,2.5,You got a 265 billion dollar tax increase.
1010,1010_t0062,1010_t0062_s011,10,DOLE,16,16,2524.859,2529.121,4.262,And he stands here and says politicians who make promises like that ought to be ignored.
1010,1010_t0062,1010_t0062_s012,11,DOLE,5,5,2529.581,2530.561,0.98,Well he made the promise.
1010,1010_t0062,1010_t0062_s013,12,DOLE,11,10,2531.201,2533.942,2.741,"I keep my word, and you will have a tax cut."
1010,1010_t0062,1010_t0062_s014,13,DOLE,15,12,2534.282,2536.963,2.681,It will help you in whatever you’re going to do in the next few years.
1010,1010_t0062,1010_t0062_s015,14,DOLE,2,2,2537.243,2537.543,0.3,Thank you.
1010,1010_t0063,1010_t0063_s001,0,LEHRER,12,10,2537.943,2540.664,2.721,"Next question is for President Clinton and it’s from — yes, ma’am."
1010,1010_t0063,1010_t0063_s002,1,LEHRER,1,1,2541.804,2541.944,0.14,Yes.
1010,1010_t0064,1010_t0064_s001,0,MS. SANDERS,1,1,2549.995,2550.275,0.28,Hello.
1010,1010_t0064,1010_t0064_s002,1,MS. SANDERS,5,4,2551.055,2552.676,1.621,My name is Tressia Sanders.
1010,1010_t0064,1010_t0064_s003,2,MS. SANDERS,23,23,2553.416,2564.278,10.862,"And my question is, do you feel that America has grown enough and has educated itself enough to totally cut out Affirmative Action?"
1010,1010_t0065,1010_t0065_s001,0,CLINTON,4,3,2564.999,2566.589,1.59,"No, ma’am, I don’t."
1010,1010_t0065,1010_t0065_s002,1,CLINTON,4,4,2567.759,2569.38,1.621,I am against quotas.
1010,1010_t0065,1010_t0065_s003,2,CLINTON,14,13,2570.42,2574.301,3.881,I’m against giving anybody any kind of preference for something they’re not qualified for.
1010,1010_t0065,1010_t0065_s004,3,CLINTON,29,28,2575.902,2584.345,8.443,"But because I still believe that there is some discrimination and that not everybody has an opportunity to prove they’re qualified, I favor the right kind of Affirmative Action."
1010,1010_t0065,1010_t0065_s005,4,CLINTON,26,23,2584.875,2593.888,9.013,"I’ve done more to eliminate Affirmative Action programs I didn’t think were fair and tighten others up than my predecessors have, since affirmative action’s been around."
1010,1010_t0065,1010_t0065_s006,5,CLINTON,17,17,2594.788,2599.31,4.522,But I have also worked hard to give people a chance to prove that they are qualified.
1010,1010_t0065,1010_t0065_s007,6,CLINTON,7,7,2600.053,2601.474,1.421,Let me just give you some examples.
1010,1010_t0065,1010_t0065_s008,7,CLINTON,29,28,2602.324,2611.538,9.214,"We’ve doubled the number of loans from the small business administration, tripled the number of loans to women business people, no one unqualified, everybody had to meet the standards."
1010,1010_t0065,1010_t0065_s009,8,CLINTON,14,11,2611.998,2616.82,4.822,"We’ve opened 260,000 new jobs in the military to women since I’ve been president."
1010,1010_t0065,1010_t0065_s010,9,CLINTON,14,12,2617.381,2620.602,3.221,But the joint chiefs say we’re stronger and more confident and solid than ever.
1010,1010_t0065,1010_t0065_s011,10,CLINTON,10,10,2621.963,2623.743,1.78,Let me give you another example of what I mean.
1010,1010_t0065,1010_t0065_s012,11,CLINTON,9,8,2624.053,2627.205,3.151,"To me, Affirmative Action is making that extra effort."
1010,1010_t0065,1010_t0065_s013,12,CLINTON,32,29,2627.851,2635.341,7.49,"It’s sort of like what Senator Dole did when he sponsored the Americans with Disabilities Act and said to certain stores, okay, you have to make it accessible to people in wheelchairs."
1010,1010_t0065,1010_t0065_s014,13,CLINTON,23,22,2636.022,2643.486,7.464,"We weren’t guaranteeing anything, anybody anything except the chance to prove they were qualified, the chance to prove that they could do it."
1010,1010_t0065,1010_t0065_s015,14,CLINTON,17,14,2644.327,2648.889,4.562,And that’s why I must say I agree with General Colin Powell that we’re not there yet.
1010,1010_t0065,1010_t0065_s016,15,CLINTON,19,19,2648.97,2654.313,5.343,"We ought to keep making those extra effort Affirmative Action programs, the law and the policy of the land."
1010,1010_t0066,1010_t0066_s001,0,LEHRER,2,2,2657.415,2657.915,0.5,Senator Dole.
1010,1010_t0067,1010_t0067_s001,0,DOLE,19,18,2659.031,2663.035,4.004,"Well, we may not be there yet but we’re not going to get there by giving preferences and quotas."
1010,1010_t0067,1010_t0067_s002,1,DOLE,16,16,2663.315,2668.58,5.265,I supported that route for some time and again I think it gets back to experience.
1010,1010_t0067,1010_t0067_s003,2,DOLE,9,5,2668.607,2670.242,1.635,"A little experience, a little age, a little intelligence."
1010,1010_t0067,1010_t0067_s004,3,DOLE,16,15,2671.142,2675.326,4.184,And I noted that nobody was really benefitting except a very small group at the top.
1010,1010_t0067,1010_t0067_s005,4,DOLE,5,3,2676.868,2678.69,1.822,The average person wasn’t benefitting.
1010,1010_t0067,1010_t0067_s006,5,DOLE,7,7,2679.21,2680.551,1.341,People who had the money were benefiting.
1010,1010_t0067,1010_t0067_s007,6,DOLE,8,8,2680.852,2682.373,1.521,People who got all the jobs were benefiting.
1010,1010_t0067,1010_t0067_s008,7,DOLE,14,14,2683.199,2687.103,3.904,It seems to me that we ought to support the California civil rights initiative.
1010,1010_t0067,1010_t0067_s009,8,DOLE,12,12,2687.623,2691.587,3.964,It ought to be not based on gender or ethnicity or color.
1010,1010_t0067,1010_t0067_s010,9,DOLE,2,2,2692.088,2692.768,0.68,Or disability.
1010,1010_t0067,1010_t0067_s011,10,DOLE,2,2,2692.828,2693.429,0.601,I’m disabled.
1010,1010_t0067,1010_t0067_s012,11,DOLE,5,4,2693.909,2694.93,1.021,I shouldn’t have a preference.
1010,1010_t0067,1010_t0067_s013,12,DOLE,19,18,2695.431,2698.734,3.303,"I would like to have one in this race, come to think of it, but I don’t get one."
1010,1010_t0067,1010_t0067_s014,13,DOLE,6,6,2699.274,2700.135,0.861,Maybe we can work that out.
1010,1010_t0067,1010_t0067_s015,14,DOLE,5,3,2700.175,2701.356,1.181,I get a 10-point spot.
1010,1010_t0067,1010_t0067_s016,15,DOLE,3,3,2703.819,2704.72,0.901,This is America.
1010,1010_t0067,1010_t0067_s017,16,DOLE,2,2,2705.14,2706.001,0.861,No discrimination.
1010,1010_t0067,1010_t0067_s018,17,DOLE,12,12,2707.543,2710.105,2.562,Discrimination ought to be punished but there ought to be equal opportunity.
1010,1010_t0067,1010_t0067_s019,18,DOLE,13,13,2710.125,2712.926,2.801,"We ought to reach out, make certain everybody has a chance to participate."
1010,1010_t0067,1010_t0067_s020,19,DOLE,2,2,2713.587,2714.467,0.88,Equal opportunity.
1010,1010_t0067,1010_t0067_s021,20,DOLE,8,7,2714.647,2717.589,2.942,But we cannot guarantee equal results in America.
1010,1010_t0067,1010_t0067_s022,21,DOLE,14,13,2717.939,2721.291,3.352,That’s not how America became the greatest country on the face of the earth.
1010,1010_t0068,1010_t0068_s001,0,CLINTON,5,5,2723.212,2724.453,1.241,I have never supported quotas.
1010,1010_t0068,1010_t0068_s002,1,CLINTON,5,4,2724.623,2725.634,1.011,I’ve always been against them.
1010,1010_t0068,1010_t0068_s003,2,CLINTON,19,15,2725.914,2733.226,7.312,"I don’t favor equal results, but I do favor making sure everybody has a chance to prove they’re competent."
1010,1010_t0068,1010_t0068_s004,3,CLINTON,18,18,2733.75,2739.116,5.366,The reason I have opposed that initiative is because I’m afraid it will end those extra effort programs.
1010,1010_t0068,1010_t0068_s005,4,CLINTON,10,10,2740.036,2742.299,2.263,"Again I say, think of the Americans with Disabilities Act."
1010,1010_t0068,1010_t0068_s006,5,CLINTON,17,17,2743.32,2746.403,3.083,Make an effort to put a ramp up there so someone in a wheelchair can get up.
1010,1010_t0068,1010_t0068_s007,6,CLINTON,7,6,2746.863,2748.625,1.762,You don’t guarantee they get the job.
1010,1010_t0068,1010_t0068_s008,7,CLINTON,10,8,2749.086,2751.663,2.577,You guarantee they have a chance to prove they’re competent.
1010,1010_t0068,1010_t0068_s009,8,CLINTON,12,12,2752.181,2754.002,1.821,"And as I said, this is not a partisan thing with me."
1010,1010_t0068,1010_t0068_s010,9,CLINTON,18,18,2754.042,2759.465,5.423,"General Colin Powell said the same thing, he fears the initiative would take away the extra effort programs."
1010,1010_t0068,1010_t0068_s011,10,CLINTON,27,22,2760.266,2767.55,7.284,"No preferences to unqualified people, no quotas, but don’t give up on making an extra effort until you’re sure everybody has a chance to prove they’re qualified."
1010,1010_t0069,1010_t0069_s001,0,LEHRER,2,2,2767.57,2769.151,1.581,All right.
1010,1010_t0069,1010_t0069_s002,1,LEHRER,15,15,2769.171,2772.933,3.762,The next question is for Senator Dole and it comes from this section right here.
1010,1010_t0069,1010_t0069_s003,2,LEHRER,10,10,2773.073,2774.734,1.661,The back row there in the blue shirt Yes sir..
1010,1010_t0070,1010_t0070_s001,0,MR. DAVID,4,2,2775.616,2777.861,2.245,My name’s Tim David.
1010,1010_t0070,1010_t0070_s002,1,MR. DAVID,4,4,2777.901,2778.881,0.98,I’m a mechanical engineer.
1010,1010_t0070,1010_t0070_s003,2,MR. DAVID,11,11,2779.642,2783.303,3.661,"Senator Dole, how do you reduce taxes and balance the budget?"
1010,1010_t0071,1010_t0071_s001,0,DOLE,5,4,2783.563,2784.563,1.0,Well I’m glad you asked.
1010,1010_t0071,1010_t0071_s002,1,DOLE,4,3,2785.083,2786.183,1.1,What’s your first name?
1010,1010_t0072,1010_t0072_s001,0,MR. DAVID,1,0,2787.793,2787.793,0.0,Tim.
1010,1010_t0073,1010_t0073_s001,0,DOLE,33,28,2789.404,2798.106,8.702,"I first want to say the President didn’t quite give you all of the stuff on the quotas, because the Justice Department had what we called the Piscataway case up in New Jersey."
1010,1010_t0073,1010_t0073_s002,1,DOLE,32,28,2798.186,2807.497,9.311,"It’s pretty clear that was a quota case, and just because one teacher was white and one black and they had the same qualifications, you know they decided who would stay there."
1010,1010_t0073,1010_t0073_s003,2,DOLE,5,4,2808.018,2808.998,0.98,It shouldn’t be that way.
1010,1010_t0073,1010_t0073_s004,3,DOLE,14,12,2809.468,2812.539,3.071,"Now, the President can say well he wants to mend it, not end it."
1010,1010_t0073,1010_t0073_s005,4,DOLE,8,7,2813.179,2816.24,3.061,There are 168 federal programs that allow quotas.
1010,1010_t0073,1010_t0073_s006,5,DOLE,3,3,2816.72,2817.38,0.66,He ended one.
1010,1010_t0073,1010_t0073_s007,6,DOLE,52,40,2818.18,2835.61,17.43,"Now, this economic package, Tim, I’m glad you asked, because you look like the type that might be able to benefit from a 15 percent across- the-board tax cut and $500-per-child tax credit, or — you know, estate tax relief which you’re not interested in right now, but capital gains rate reduction."
1010,1010_t0073,1010_t0073_s008,7,DOLE,13,11,2836.51,2839.431,2.921,"If you’re taking care of an elderly parent, you get a $1,000 deduction."
1010,1010_t0073,1010_t0073_s009,8,DOLE,15,14,2839.991,2842.693,2.702,We think that’s very important because a lot of people take care of their parents.
1010,1010_t0073,1010_t0073_s010,9,DOLE,6,6,2843.173,2843.973,0.8,How do we pay for it?
1010,1010_t0073,1010_t0073_s011,10,DOLE,16,14,2844.347,2849.27,4.923,"You can have a constitutional amendment to balance the budget, which the President opposed and defeated."
1010,1010_t0073,1010_t0073_s012,11,DOLE,16,14,2849.55,2852.631,3.081,He twisted arms and got six Democrats to vote with him and lost by one vote.
1010,1010_t0073,1010_t0073_s013,12,DOLE,10,8,2852.901,2854.902,2.001,"We’re going to balance the budget, by the year 2002."
1010,1010_t0073,1010_t0073_s014,13,DOLE,30,22,2855.252,2862.735,7.483,"The President wants to spend 20 percent more in the next six years, and I want to spend 14 percent more and give that 6 percent back to the people."
1010,1010_t0073,1010_t0073_s015,14,DOLE,8,6,2865.5,2868.402,2.902,"Remember, it’s your money; it’s not his money."
1010,1010_t0073,1010_t0073_s016,15,DOLE,5,4,2869.062,2869.923,0.861,And it’s not my money.
1010,1010_t0073,1010_t0073_s017,16,DOLE,3,2,2870.363,2871.344,0.981,It’s your money.
1010,1010_t0073,1010_t0073_s018,17,DOLE,15,14,2872.104,2875.486,3.382,And you shouldn’t have to apologize for wanting to keep all you can of it.
1010,1010_t0073,1010_t0073_s019,18,DOLE,12,12,2875.867,2878.048,2.181,But he ought to apologize for wanting to take more and more.
1010,1010_t0073,1010_t0073_s020,19,DOLE,16,14,2878.528,2882.191,3.663,"He wants to give you sort of a government tax cut, which really doesn’t mean anything."
1010,1010_t0074,1010_t0074_s001,0,CLINTON,30,28,2888.274,2900.301,12.027,"You know, one of the responsibilities of growing older, it seems to me, is being able to tell people something they may not want to hear just because it’s true."
1010,1010_t0074,1010_t0074_s002,1,CLINTON,17,15,2901.208,2906.732,5.524,"When they had a 250 billion dollar tax scheme, that is half the size of this one."
1010,1010_t0074,1010_t0074_s003,2,CLINTON,4,2,2906.752,2908.373,1.621,This one is 550.
1010,1010_t0074,1010_t0074_s004,3,CLINTON,4,3,2908.873,2909.774,0.901,They passed the budget.
1010,1010_t0074,1010_t0074_s005,4,CLINTON,41,34,2910.079,2924.906,14.827,"They have 270 billion dollars in Medicare cuts the first education cuts in history, cut environmental enforcement by 25 percent, took away the guarantee of quality standards in nursing homes, took away the guarantee of health care for folks with disabilities."
1010,1010_t0074,1010_t0074_s006,5,CLINTON,6,5,2925.867,2927.907,2.041,Don’t take my word for this.
1010,1010_t0074,1010_t0074_s007,6,CLINTON,33,30,2928.908,2944.634,15.726,"The Economist magazine polled lots of economists, seven Nobel prize winners who said if this tax scheme passes, it will require huge cuts, 40 percent, in the environment and law enforcement and education."
1010,1010_t0074,1010_t0074_s008,7,CLINTON,12,11,2945.264,2948.415,3.151,It will require bigger cuts in Medicare than I vetoed last time.
1010,1010_t0074,1010_t0074_s009,8,CLINTON,16,14,2949.554,2955.558,6.004,"My targeted tax cut is for child-rearing, buying a first-time home, paying for health care costs."
1010,1010_t0074,1010_t0074_s010,9,CLINTON,13,9,2955.879,2958.14,2.261,"And it’s paid for, and I’ll tell you how I’ll pay for it."
1010,1010_t0074,1010_t0074_s011,10,CLINTON,7,5,2958.56,2960.972,2.412,He won’t tell you because he can’t.
1010,1010_t0075,1010_t0075_s001,0,DOLE,5,4,2962.183,2963.404,1.221,"Your targeted tax cut, Mr."
1010,1010_t0075,1010_t0075_s002,1,DOLE,4,3,2963.524,2964.365,0.841,"President, never hits anybody."
1010,1010_t0075,1010_t0075_s003,2,DOLE,5,4,2964.475,2965.125,0.65,That’s the problem with it.
1010,1010_t0075,1010_t0075_s004,3,DOLE,4,4,2965.465,2966.166,0.701,Nobody ever gets it.
1010,1010_t0075,1010_t0075_s005,4,DOLE,11,9,2967.126,2970.089,2.963,But I must say I’m a little offended by this word “scheme.
1010,1010_t0075,1010_t0075_s006,5,DOLE,23,18,2971.157,2975.713,4.556,"” You talked about it last time, you talked about a risky scheme and Vice President Gore repeated it about ten times in St."
1010,1010_t0075,1010_t0075_s007,6,DOLE,1,1,2975.753,2976.233,0.48,Petersburg.
1010,1010_t0075,1010_t0075_s008,7,DOLE,9,8,2978.008,2980.651,2.643,"If I have anything in politics, it’s my word."
1010,1010_t0075,1010_t0075_s009,8,DOLE,14,14,2981.833,2985.958,4.125,"My colleagues, Democrats and Republicans, will tell you that Bob Dole kept his word."
1010,1010_t0075,1010_t0075_s010,9,DOLE,8,8,2987.12,2988.361,1.241,I’m going to keep my word to you.
1010,1010_t0075,1010_t0075_s011,10,DOLE,10,9,2989.1,2990.501,1.401,I’m going to keep my word to the American people.
1010,1010_t0075,1010_t0075_s012,11,DOLE,11,8,2990.571,2993.202,2.631,We’re going to tax — cut taxes and balance the budget.
1010,1010_t0075,1010_t0075_s013,12,DOLE,6,5,2993.492,2994.962,1.47,We’re not going to touch Medicare.
1010,1010_t0075,1010_t0075_s014,13,DOLE,15,7,2995.142,2999.274,4.132,"It’s going to grow 39 percent, and Social Security is going to grow 34 percent."
1010,1010_t0075,1010_t0075_s015,14,DOLE,11,9,2999.744,3002.906,3.162,The President doesn’t have any ideas so he’s out trashing ours.
1010,1010_t0075,1010_t0075_s016,15,DOLE,10,9,3003.586,3004.946,1.36,This isn’t going to blow a hole in the deficit.
1010,1010_t0075,1010_t0075_s017,16,DOLE,19,17,3004.966,3010.222,5.256,"He promised you a tax cut in 1992, and if you got one, you ought to vote for him."
1010,1010_t0076,1010_t0076_s001,0,LEHRER,7,6,3010.535,3012.089,1.554,The next question is for the President.
1010,1010_t0076,1010_t0076_s002,1,LEHRER,4,4,3012.149,3012.89,0.741,Yes sir right there.
1010,1010_t0077,1010_t0077_s001,0,MR. BURNS,5,4,3015.39,3016.111,0.721,My name is Duane Burns.
1010,1010_t0077,1010_t0077_s002,1,MR. BURNS,8,8,3016.151,3017.952,1.801,I’m a martial arts instructor and a father.
1010,1010_t0077,1010_t0077_s003,2,MR. BURNS,1,1,3018.733,3018.953,0.22,Mr.
1010,1010_t0077,1010_t0077_s004,3,MR. BURNS,14,14,3018.993,3023.917,4.924,"President, could you outline any plans you have to expand the Family Leave Act?"
1010,1010_t0078,1010_t0078_s001,0,CLINTON,14,14,3024.958,3031.043,6.085,"Thank you, well, first let me say that I signed the Family Leave Act."
1010,1010_t0078,1010_t0078_s002,1,CLINTON,23,23,3031.063,3036.408,5.345,"It was my very first bill, and I’m very proud of it because it symbolizes what I think we ought to be doing."
1010,1010_t0078,1010_t0078_s003,2,CLINTON,33,31,3037.25,3044.074,6.824,"I don’t take credit for all the good things that have happened in America, but I take credit for what I’ve tried to do to work with others to make good things happen."
1010,1010_t0078,1010_t0078_s004,3,CLINTON,11,11,3044.754,3047.295,2.541,Most important good things that happen in America happen in families.
1010,1010_t0078,1010_t0078_s005,4,CLINTON,25,23,3047.976,3053.899,5.923,"Just about every family I know, the main concern is how am I going to succeed at work and still do right by my children."
1010,1010_t0078,1010_t0078_s006,5,CLINTON,27,26,3055.019,3063.304,8.285,Family medical leave has let 12 million families take a little time off for the birth of a child or a family illness without losing their job.
1010,1010_t0078,1010_t0078_s007,6,CLINTON,9,8,3063.504,3065.965,2.461,I’d like to see it expanded in two ways.
1010,1010_t0078,1010_t0078_s008,7,CLINTON,35,33,3066.404,3075.125,8.721,I’d like to say you can also take a little time off without losing your job to go to a regular parent-teacher conference or to go to a regular doctor’s appointment with a family member.
1010,1010_t0078,1010_t0078_s009,8,CLINTON,57,54,3075.625,3091.448,15.823,"I’d also like to see the overtime laws change so that we could have some more flex time so that at the discretion of the worker, the worker, if you earn overtime, you could decide when you want that time to be taken, in cash or in time with your family if you’ve got a family problem."
1010,1010_t0078,1010_t0078_s010,9,CLINTON,20,17,3092.283,3096.406,4.123,"I never go anywhere, it seems like, where I don’t meet somebody who has benefited from a Family Leave Law."
1010,1010_t0078,1010_t0078_s011,10,CLINTON,33,32,3096.587,3103.152,6.565,"In Longview, Texas the other day, I met a woman who was almost in tears because she had been able to keep her job while spending time with her husband who had cancer."
1010,1010_t0078,1010_t0078_s012,11,CLINTON,36,32,3104.012,3111.899,7.887,"One of the people who’s here with me today met a woman in the airport saying her son, Jess was able to be present at the birth of her child because of the Family Leave Law."
1010,1010_t0078,1010_t0078_s013,12,CLINTON,8,8,3112.519,3114.061,1.542,"So yes, I think it should be expanded."
1010,1010_t0078,1010_t0078_s014,13,CLINTON,11,11,3114.621,3117.023,2.402,We have to help people succeed at home and at work.
1010,1010_t0079,1010_t0079_s001,0,DOLE,36,26,3119.732,3129.898,10.166,"Well, 88 percent of the people — the President claims 11 million are already covered and only 5 percent — keep in mind only 5 percent of the employers are affected by the Family Leave Act."
1010,1010_t0079,1010_t0079_s002,1,DOLE,5,5,3130.818,3131.679,0.861,We had a better idea.
1010,1010_t0079,1010_t0079_s003,2,DOLE,3,2,3132.499,3132.94,0.441,We didn’t win.
1010,1010_t0079,1010_t0079_s004,3,DOLE,5,5,3133.04,3133.72,0.68,We had a better idea.
1010,1010_t0079,1010_t0079_s005,4,DOLE,10,8,3133.78,3135.281,1.501,Now we have a majority and we get a president.
1010,1010_t0079,1010_t0079_s006,5,DOLE,8,7,3136.022,3137.783,1.761,That was a tax credit for the employer.
1010,1010_t0079,1010_t0079_s007,6,DOLE,28,26,3138.503,3145.227,6.724,"Instead of the federal government, we had that tax credit, pick up some of the costs, because if you have to hire a replacement worker, that’s a cost."
1010,1010_t0079,1010_t0079_s008,7,DOLE,33,33,3146.482,3154.169,7.687,"This is the way it ought to work, give more power back to the states and back to the people back to the taxpayers, not always the long arm of the federal government."
1010,1010_t0079,1010_t0079_s009,8,DOLE,30,25,3154.889,3163.396,8.507,"But keep in mind this bill covers 5 percent of the employers, and 95 percent of the employers and all those employees they employ are not covered in this act."
1010,1010_t0079,1010_t0079_s010,9,DOLE,33,30,3164.037,3174.834,10.797,"And according to Investors Daily, which I read just a couple of days ago, 88 percent of the people he claims credit for are already covered in collective bargaining agreements or other agreements."
1010,1010_t0079,1010_t0079_s011,10,DOLE,9,9,3175.355,3177.256,1.901,"We had family leave in our office, I’m certain."
1010,1010_t0079,1010_t0079_s012,11,DOLE,6,6,3177.476,3178.757,1.281,I see my friend Senator Mitchell.
1010,1010_t0079,1010_t0079_s013,12,DOLE,4,4,3178.937,3179.698,0.761,He had family leave.
1010,1010_t0079,1010_t0079_s014,13,DOLE,6,6,3180.378,3181.459,1.081,I work every day with people.
1010,1010_t0079,1010_t0079_s015,14,DOLE,8,8,3181.599,3183.06,1.461,I spend a lot of time in hospitals.
1010,1010_t0079,1010_t0079_s016,15,DOLE,10,9,3183.36,3184.781,1.421,I know what it’s like to be in a hospital.
1010,1010_t0079,1010_t0079_s017,16,DOLE,5,5,3185.181,3186.262,1.081,Sure we want family leave.
1010,1010_t0079,1010_t0079_s018,17,DOLE,8,7,3186.722,3187.803,1.081,But there’s a better way to do it.
1010,1010_t0080,1010_t0080_s001,0,CLINTON,5,4,3191.186,3192.106,0.92,I only have 30 seconds.
1010,1010_t0080,1010_t0080_s002,1,CLINTON,5,4,3192.166,3193.347,1.181,I can’t fix the statistics.
1010,1010_t0080,1010_t0080_s003,2,CLINTON,8,6,3195.689,3197.924,2.235,It covers the majority of the work force.
1010,1010_t0080,1010_t0080_s004,3,CLINTON,6,5,3198.371,3200.192,1.821,Employers of under 50 are exempted.
1010,1010_t0080,1010_t0080_s005,4,CLINTON,18,15,3202.302,3207.394,5.092,"The bill originally covered employers of 25 and more, but because of opposition, we went up to 50."
1010,1010_t0080,1010_t0080_s006,5,CLINTON,7,7,3207.884,3209.505,1.621,Senator Dole led the opposition to it.
1010,1010_t0080,1010_t0080_s007,6,CLINTON,3,3,3209.565,3210.405,0.84,He filibustered it.
1010,1010_t0080,1010_t0080_s008,7,CLINTON,6,6,3210.465,3211.426,0.961,He said it was a mistake.
1010,1010_t0080,1010_t0080_s009,8,CLINTON,7,7,3211.466,3212.726,1.26,He said it would hurt the economy.
1010,1010_t0080,1010_t0080_s010,9,CLINTON,15,13,3213.106,3216.628,3.522,We’ve had record numbers of new small businesses and 10 and a half million jobs.
1010,1010_t0080,1010_t0080_s011,10,CLINTON,5,3,3216.761,3217.768,1.007,It didn’t hurt the economy.
1010,1010_t0080,1010_t0080_s012,11,CLINTON,6,5,3218.509,3219.689,1.18,He still believes it’s a mistake.
1010,1010_t0080,1010_t0080_s013,12,CLINTON,4,3,3219.849,3220.669,0.82,I believe it’s right.
1010,1010_t0080,1010_t0080_s014,13,CLINTON,10,10,3221.23,3222.95,1.72,You can decide which of us you think are right.
1010,1010_t0080,1010_t0080_s015,14,CLINTON,4,3,3223.28,3224.011,0.731,It’s up to you.
1010,1010_t0081,1010_t0081_s001,0,LEHRER,5,5,3224.971,3226.192,1.221,Next question for Senator Dole.
1010,1010_t0081,1010_t0081_s002,1,LEHRER,2,2,3226.512,3226.872,0.36,"Yes, ma’am."
1010,1010_t0082,1010_t0082_s001,0,MS. GIANNOTTI,1,1,3229.423,3229.603,0.18,Hi.
1010,1010_t0082,1010_t0082_s002,1,MS. GIANNOTTI,16,15,3229.623,3234.525,4.902,"My name is Bridget Giannotti, and I’m a wife and mother of two sons, from Carlsbad."
1010,1010_t0082,1010_t0082_s003,2,MS. GIANNOTTI,26,23,3235.166,3241.529,6.363,"And my question to you, Senator Dole, is as the wife of a San Diego business owner, I see one of our biggest problems in the U."
1010,1010_t0082,1010_t0082_s005,4,MS. GIANNOTTI,10,8,3241.882,3244.69,2.808,is it does not manufacture enough of our own products.
1010,1010_t0082,1010_t0082_s006,5,MS. GIANNOTTI,7,7,3245.29,3247.431,2.141,How would you help this problem out?
1010,1010_t0083,1010_t0083_s001,0,DOLE,2,2,3248.692,3249.092,0.4,"Well, right."
