sentence_id,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1008_t0022_s004,S; HS,AE,2,1
1008_t0022_s005,S,AE,1,1
1008_t0022_s006,S; HS,,2,0
1008_t0022_s007,S; IAFA,IP,2,1
1008_t0022_s008,S,IP,1,1
1008_t0022_s009,S,ATTR; REB,1,2
1008_t0022_s010,S,ATTR; REB,1,2
1008_t0022_s011,S; HS,IT,2,1
1008_t0022_s012,S,UF,1,1
1008_t0022_s013,IAFA,AF; AEX; REB,1,3
1008_t0022_s014,S,,1,0
1008_t0022_s015,S; S-Inform; CH,AF; PER; ATTR; REB,3,4
1008_t0022_s016,S; IAFA,UF; IP,2,2
1008_t0023_s001,S,,1,0
1008_t0023_s002,S,,1,0
1008_t0024_s001,S; IAFA-OF; TT,IT; IP,3,2
1008_t0024_s002,S; REJ; CH,ATTR; REB; SE,3,3
1008_t0024_s003,S; IAFA; EXPL,IT; IP,3,2
1008_t0024_s004,S-Inform; IAFA-OF,IT,2,1
1008_t0024_s005,S,UF; IP,1,2
1008_t0024_s006,S; CH,PER; ATTR; REB,2,3
1008_t0025_s001,YNQ,IP,1,1
1008_t0026_s001,ANS,,1,0
1008_t0026_s002,S,,1,0
1008_t0027_s001,YNQ,,1,0
1008_t0028_s001,S; ANS,,2,0
1008_t0029_s001,S,,1,0
1008_t0030_s001,S; DIS,IP,2,1
1008_t0030_s002,S,CB,1,1
1008_t0030_s003,S,AE,1,1
1008_t0030_s004,S-Inform,AE; SE,1,2
1008_t0030_s005,S-Inform,AE; SE,1,2
1008_t0030_s006,S,,1,0
1008_t0030_s007,S-Inform; HS,ATTR; REB,2,2
1008_t0030_s008,S-Inform; HS,ATTR; SE,2,2
1008_t0030_s009,S-Inform,,1,0
1008_t0030_s010,S-Inform,,1,0
1008_t0030_s011,S,,1,0
1008_t0030_s012,S,,1,0
1008_t0030_s013,S-Inform,,1,0
1008_t0030_s014,S,,1,0
1008_t0030_s015,S; CH,PER; ATTR; REB,2,3
1008_t0030_s016,S; HS,,2,0
1008_t0030_s017,S,,1,0
1008_t0030_s018,S,IP,1,1
1008_t0030_s019,S,,1,0
1008_t0030_s020,IAFA-OF,,1,0
1008_t0031_s001,S,,1,0
1008_t0031_s002,S,,1,0
1008_t0032_s001,S; REJ; CH,REB; SE,3,2
1008_t0032_s002,S-Inform; CH,AF; REB; SE,2,3
1008_t0032_s003,S,IP,1,1
1008_t0032_s004,S,IT,1,1
1008_t0032_s005,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0032_s006,S; HS,ATTR; REB,2,2
1008_t0032_s007,S; CH,IT; IP; REB,2,3
1008_t0033_s001,S-Inform; CH,ATTR; REB,2,2
1008_t0033_s002,S-Inform,IT; IP,1,2
1008_t0033_s003,S,IP; CB,1,2
1008_t0033_s004,S-Inform,AE,1,1
1008_t0033_s005,S,AE; IT,1,2
1008_t0033_s006,S,,1,0
1008_t0033_s007,S,,1,0
1008_t0034_s001,S,,1,0
1008_t0034_s002,S,,1,0
1008_t0034_s003,Q-W; SEEP,CB,2,1
1008_t0035_s001,S; ANS,IP,2,1
1008_t0035_s002,S,,1,0
1008_t0035_s003,S; IAFA-OF,IP,2,1
1008_t0035_s004,S,IT,1,1
1008_t0035_s005,S; EXPL,IP,2,1
1008_t0035_s006,TT,,1,0
1008_t0035_s007,S-Inform,AE,1,1
1008_t0035_s008,S,,1,0
1008_t0035_s009,S,IP,1,1
1008_t0035_s010,S; IAFA,IP,2,1
1008_t0035_s011,S-Inform,IT,1,1
1008_t0035_s012,S,IP,1,1
1008_t0035_s013,S,IT,1,1
1008_t0035_s014,S-Inform,IT,1,1
1008_t0035_s015,S,IP,1,1
1008_t0035_s016,S,IT,1,1
1008_t0036_s001,TG,,1,0
1008_t0037_s001,Q-W; Q-RHET,REB,2,1
1008_t0037_s002,S,,1,0
1008_t0037_s003,S,PB; REB,1,2
1008_t0037_s005,S-Inform,PB,1,1
1008_t0037_s006,Q-RHET; S,PB; REB; CB,2,3
1008_t0037_s007,S; HS,,2,0
1008_t0037_s008,S,,1,0
1008_t0037_s009,S,,1,0
1008_t0037_s010,S,IP,1,1
1008_t0037_s011,S,IP,1,1
1008_t0037_s012,S,IP,1,1
1008_t0037_s013,S; CH,ATTR; REB,2,2
1008_t0037_s014,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0037_s015,S; HS,,2,0
1008_t0037_s016,S,,1,0
1008_t0037_s017,S,IP,1,1
1008_t0037_s018,S,,1,0
1008_t0037_s019,S,,1,0
1008_t0037_s020,S,,1,0
1008_t0037_s021,S,REB,1,1
1008_t0037_s022,S; HS,REB,2,1
1008_t0038_s001,TG,,1,0
1008_t0038_s002,TG,,1,0
1008_t0039_s001,S-Inform; TT; HS,IT,3,1
1008_t0039_s002,S,IT; IP,1,2
1008_t0039_s003,S; CH,PER; ATTR; REB,2,3
1008_t0039_s004,S; CH,ATTR; REB,2,2
1008_t0039_s005,S; CH,PB; ATTR; REB,2,3
1008_t0040_s001,REJ; CH,REB,2,1
1008_t0041_s001,S; INT,DF; IP,2,2
1008_t0041_s002,S; DIS,IP; REB,2,2
1008_t0042_s001,Q-W; OQ; TT,,3,0
1008_t0043_s001,S,IP,1,1
1008_t0043_s002,IAFA,,1,0
1008_t0043_s003,S; EXPL,IP,2,1
1008_t0043_s004,S; EXPL,IT,2,1
1008_t0043_s005,S,AP; IT,1,2
1008_t0043_s006,S,,1,0
1008_t0043_s007,S,IT,1,1
1008_t0043_s008,S; HS,IT,2,1
1008_t0043_s009,S; HS,,2,0
1008_t0043_s010,S; S-Inform,IT,2,1
1008_t0043_s011,S; EXPL,,2,0
1008_t0043_s012,S; HS,IT,2,1
1008_t0043_s013,S,,1,0
1008_t0043_s014,S,,1,0
1008_t0043_s015,S,,1,0
1008_t0043_s016,S; EXPL,CB,2,1
1008_t0043_s017,TT; MS,,2,0
1008_t0043_s018,S,REB,1,1
1008_t0043_s019,TT; MS; HS,,3,0
1008_t0043_s020,S-Inform; HS,IT,2,1
1008_t0043_s021,S; HS,IT,2,1
1008_t0043_s022,S-Inform; HS,IT,2,1
1008_t0043_s023,S-Inform,,1,0
1008_t0043_s024,S-Inform,,1,0
1008_t0043_s025,S; CH,ATTR; REB,2,2
1008_t0043_s026,S; CH,ATTR; REB,2,2
1008_t0043_s027,Q-W; S-Inform,ATTR; REB,2,2
1008_t0043_s028,S-Inform,SE,1,1
1008_t0043_s029,S; CH,PER; REB,2,2
1008_t0043_s030,S,REB,1,1
1008_t0043_s031,S; CORR,REB,2,1
1008_t0044_s001,S,,1,0
1008_t0044_s002,S; MS,IP,2,1
1008_t0044_s003,TT; MS,,2,0
1008_t0044_s004,S; AGR,IP,2,1
1008_t0044_s005,S,,1,0
1008_t0044_s006,S; HS,,2,0
1008_t0044_s007,S; IAFA,,2,0
1008_t0044_s008,S-Inform; HS,,2,0
1008_t0044_s009,S; IAFA,IT; IP,2,2
1008_t0044_s010,S; CH,PB; ATTR; REB,2,3
1008_t0044_s011,S; CH,ATTR; REB,2,2
1008_t0044_s012,S,IT; IP; SE,1,3
1008_t0044_s013,S; EXPL,IP,2,1
1008_t0045_s001,TG,,1,0
1008_t0046_s001,S,IP,1,1
1008_t0046_s002,IAFA,,1,0
1008_t0046_s003,S,PB; REB,1,2
1008_t0046_s004,S,,1,0
1008_t0046_s005,S,,1,0
1008_t0046_s006,S,,1,0
1008_t0046_s007,S,PB; ATTR,1,2
1008_t0046_s008,S,PB; ATTR,1,2
1008_t0046_s009,S,UF; IP,1,2
1008_t0046_s010,S,,1,0
1008_t0046_s011,S,,1,0
1008_t0047_s001,S,,1,0
1008_t0047_s002,S,,1,0
1008_t0047_s003,S; CH,ATTR; REB,2,2
1008_t0047_s004,YNQ; TG,,2,0
1008_t0048_s001,S; IAFA-OF,IP,2,1
1008_t0048_s002,S,,1,0
1008_t0048_s003,TT; MS,DF,2,1
1008_t0048_s004,S-Inform,IT; SE,1,2
1008_t0048_s005,S-Inform,AE,1,1
1008_t0048_s006,S; TT,IT,2,1
1008_t0048_s007,S; S-Inform,IT,2,1
1008_t0048_s008,S,IT,1,1
1008_t0048_s009,S-Inform,IT,1,1
1008_t0048_s010,S,IT,1,1
1008_t0048_s011,S-Inform,IT,1,1
1008_t0048_s012,S; EXPL,IT,2,1
1008_t0048_s013,YNQ; Q-RHET,AE,2,1
1008_t0048_s014,S,IT,1,1
1008_t0048_s015,S; ANS,UF,2,1
1008_t0048_s016,S,UF,1,1
1008_t0048_s017,S,IT; IP,1,2
1008_t0048_s018,S; IAFA,AE; IP,2,2
1008_t0049_s001,TG,,1,0
1008_t0050_s001,S; REJ,PER; REB,2,2
1008_t0050_s002,S,,1,0
1008_t0050_s003,S; CH,AF; AE; PER; REB,2,4
1008_t0050_s004,S; DIS; CH,REB,3,1
1008_t0050_s005,S,IP,1,1
1008_t0050_s006,S; HS,ATTR; SE,2,2
1008_t0050_s007,S-Inform,ATTR; SE,1,2
1008_t0050_s008,S-Inform; HS,ATTR; REB; SE,2,3
1008_t0050_s009,S; CH,ATTR; REB,2,2
1008_t0050_s010,S; CH,ATTR; REB,2,2
1008_t0050_s011,S,IP,1,1
1008_t0050_s012,S,IT,1,1
1008_t0050_s013,S,AF,1,1
1008_t0050_s014,S,UF,1,1
1008_t0050_s015,S; CH,ATTR; REB,2,2
1008_t0050_s016,Q-RHET,BQ; CB,1,2
1008_t0050_s017,S,PER,1,1
1008_t0050_s018,S,IP,1,1
1008_t0051_s001,TG,,1,0
1008_t0051_s002,TG,,1,0
1008_t0052_s001,S; EXPL; TT,IP,3,1
1008_t0052_s002,S,IP,1,1
1008_t0052_s003,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0052_s004,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0052_s005,S,IP,1,1
1008_t0052_s006,S,,1,0
1008_t0052_s007,S; TT,AE,2,1
1008_t0052_s008,S,AE,1,1
1008_t0052_s009,S,UF,1,1
1008_t0053_s001,S; MS,,2,0
1008_t0053_s002,YNQ,,1,0
1008_t0054_s001,ANS,,1,0
1008_t0054_s002,S,IT,1,1
1008_t0054_s003,S,IT,1,1
1008_t0054_s004,S,,1,0
1008_t0054_s005,S-Inform,,1,0
1008_t0054_s006,S-Inform,,1,0
1008_t0054_s007,S,,1,0
1008_t0054_s008,S,,1,0
1008_t0054_s009,S-Inform,,1,0
1008_t0054_s011,S,,1,0
1008_t0054_s012,S,UF,1,1
1008_t0054_s013,S,,1,0
1008_t0054_s014,S,IT,1,1
1008_t0054_s015,S,,1,0
1008_t0054_s016,S,,1,0
1008_t0054_s017,S,,1,0
1008_t0054_s018,S,AE; UF,1,2
1008_t0054_s019,S,,1,0
1008_t0054_s020,S-Inform,ATTR; SE,1,2
1008_t0054_s021,S,IT,1,1
1008_t0054_s022,S,,1,0
1008_t0054_s023,S,,1,0
1008_t0054_s024,S,,1,0
1008_t0054_s025,S,IP,1,1
1008_t0054_s026,S,IP,1,1
1008_t0054_s027,S; MS,REB,2,1
1008_t0054_s028,S-Inform; CH,REB; SE,2,2
1008_t0054_s029,S-Inform,SE,1,1
1008_t0054_s030,S; IAFA,UF,2,1
1008_t0055_s001,TG,,1,0
1008_t0055_s002,TG,,1,0
1008_t0056_s001,S; TT,ATTR; REB,2,2
1008_t0056_s002,S; IAFA,IP,2,1
1008_t0056_s003,S; MS,,2,0
1008_t0056_s004,S-Inform,SE,1,1
1008_t0056_s005,S,ATTR; REB,1,2
1008_t0056_s006,S,ATTR; REB,1,2
1008_t0056_s007,S; IAFA,SE; CBias,2,2
1008_t0056_s008,S-Inform; CH; HS,ATTR; REB; SE,3,3
1008_t0056_s009,S; CORR,REB,2,1
1008_t0056_s010,CORR,,1,0
1008_t0056_s011,S; S-Inform,IT; SE,2,2
1008_t0056_s012,S,IP,1,1
1008_t0056_s013,S; IAFA,IT; IP; ATTR; REB,2,4
1008_t0057_s001,S; DIS; CH,ATTR; REB,3,2
1008_t0057_s002,S; IAFA,IP,2,1
1008_t0057_s003,S,DF; IA,1,2
1008_t0057_s004,S,IT,1,1
1008_t0057_s005,S,,1,0
1008_t0057_s006,S,,1,0
1008_t0057_s007,S; IAFA,UF,2,1
1008_t0057_s008,S; IAFA,PER; REB,2,2
1008_t0057_s009,S,,1,0
1008_t0057_s010,S,DF,1,1
1008_t0057_s011,S; IAFA,SE,2,1
1008_t0057_s012,S; CH,REB; SE,2,2
1008_t0057_s013,S; IAFA,AF; IP,2,2
1008_t0058_s001,TT,,1,0
1008_t0058_s002,S; HS,PER; ATTR; REB,2,3
1008_t0058_s003,YNQ,BQ,1,1
1008_t0059_s001,REJ; ANS,REB,2,1
1008_t0059_s002,IAFA,,1,0
1008_t0059_s003,S,AP; APAT,1,2
1008_t0059_s004,S; IAFA,APAT; IT,2,2
1008_t0059_s005,S-Inform,IT,1,1
1008_t0059_s006,S-Inform,IT,1,1
1008_t0059_s007,S-Inform,IT,1,1
1008_t0059_s008,S,,1,0
1008_t0059_s009,S-Inform,AE; IT,1,2
1008_t0059_s010,S,IT,1,1
1008_t0059_s011,S; HS,IT,2,1
1008_t0059_s012,S; HS,IT,2,1
1008_t0059_s013,S,IT,1,1
1008_t0059_s014,S,IT,1,1
1008_t0059_s015,S,,1,0
1008_t0059_s016,S,IT,1,1
1008_t0059_s017,S,IT,1,1
1008_t0059_s018,S-Inform; IAFA,IT; SE,2,2
1008_t0060_s001,TG,,1,0
1008_t0061_s001,S; DIS,IP; REB,2,2
1008_t0061_s002,S; MS,IP,2,1
1008_t0061_s003,S,,1,0
1008_t0061_s004,S-Inform; MS,AF; REB,2,2
1008_t0061_s005,S,REB,1,1
1008_t0061_s006,S,,1,0
1008_t0061_s007,S; CH,ATTR; REB,2,2
1008_t0061_s008,S,REB,1,1
1008_t0061_s009,S,,1,0
1008_t0061_s010,S,ATTR; REB,1,2
1008_t0061_s011,S-Inform,SE,1,1
1008_t0061_s012,S,AF,1,1
1008_t0061_s013,S,,1,0
1008_t0061_s014,S,,1,0
1008_t0061_s015,S-Inform,SE,1,1
1008_t0061_s016,S,IP,1,1
1008_t0061_s017,S,REB,1,1
1008_t0061_s018,S,ATTR; REB,1,2
1008_t0061_s019,S,AF,1,1
1008_t0061_s020,S,REB; SE,1,2
1008_t0062_s001,TT,,1,0
1008_t0062_s002,TT,,1,0
1008_t0063_s001,S,DF; IP,1,2
1008_t0063_s002,S; REJ; INT,AF,3,1
1008_t0063_s003,S; S-Inform,IT; SE,2,2
1008_t0063_s004,S; S-Inform,IT; SE,2,2
1008_t0063_s005,S,,1,0
1008_t0063_s006,S; HS,IT; SE,2,2
1008_t0063_s007,S,,1,0
1008_t0063_s008,S,AP; UF,1,2
1008_t0064_s001,Q-W,,1,0
1008_t0064_s003,Q-W,,1,0
1008_t0065_s001,S; HS,,2,0
1008_t0065_s002,S; HS,,2,0
1008_t0065_s003,S; IAFA,IP,2,1
1008_t0065_s004,S,IP,1,1
1008_t0065_s005,S; CH,ATTR; REB,2,2
1008_t0065_s006,S,,1,0
1008_t0065_s007,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0065_s008,S-Inform,AF; REB; SE,1,3
1008_t0065_s009,S; MS,CB,2,1
1008_t0065_s010,S,IP,1,1
1008_t0065_s011,S,APAT,1,1
1008_t0065_s012,S,IP,1,1
1008_t0065_s013,S,IT,1,1
1008_t0065_s014,S,,1,0
1008_t0065_s015,S,IT; IP,1,2
1008_t0065_s016,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0065_s017,S,AF; ATTR,1,2
1008_t0065_s018,S; INT,IP,2,1
1008_t0065_s019,S,,1,0
1008_t0065_s020,S; CH,ATTR; REB,2,2
1008_t0065_s021,S; CH,ATTR; REB,2,2
1008_t0065_s022,S,REB,1,1
1008_t0065_s023,S,AP; APAT,1,2
1008_t0065_s024,S,AP; APAT; IP,1,3
1008_t0066_s001,S,AP; APAT,1,2
1008_t0066_s002,S,AP; IT,1,2
1008_t0066_s003,S,IT; SE,1,2
1008_t0066_s004,S,IT,1,1
1008_t0066_s005,S; INT,IT,2,1
1008_t0066_s006,S,IP,1,1
1008_t0066_s007,S,,1,0
1008_t0066_s008,S,AE,1,1
1008_t0066_s009,S,AE; AP,1,2
1008_t0066_s010,S,UF,1,1
1008_t0066_s011,S,AE,1,1
1008_t0066_s012,S; HS,IT; IP; SE,2,3
1008_t0066_s013,S,IT,1,1
1008_t0066_s014,S,IT,1,1
1008_t0066_s015,S,IT; IP,1,2
1008_t0067_s001,TG,,1,0
1008_t0068_s001,S; CORR,,2,0
1008_t0068_s002,S-Inform,AF; SE,1,2
1008_t0068_s003,S,ATTR; REB,1,2
1008_t0068_s004,S-Inform; HS,,2,0
1008_t0068_s005,S-Inform; HS,,2,0
1008_t0068_s006,S,IP,1,1
1008_t0068_s007,S,,1,0
1008_t0068_s008,S,,1,0
1008_t0068_s009,S,CB,1,1
1008_t0068_s010,S,,1,0
1008_t0068_s011,S,,1,0
1008_t0068_s012,S,AF,1,1
1008_t0068_s013,Q-RHET; S; HS,ATTR; REB,3,2
1008_t0068_s014,S,IP; REB,1,2
1008_t0068_s015,S,,1,0
1008_t0068_s016,S,IP; REB,1,2
1008_t0069_s001,TT,,1,0
1008_t0069_s002,Q-W; OQ,,2,0
1008_t0070_s001,S; ANS,IT,2,1
1008_t0070_s002,S-Inform; HS,IT; SE,2,2
1008_t0070_s003,S-Inform,IT,1,1
1008_t0070_s004,S-Inform,AF,1,1
1008_t0070_s005,S,IT,1,1
1008_t0070_s006,AGR,,1,0
1008_t0070_s007,S; EXPL,IT; IP,2,2
1008_t0070_s008,S,UF,1,1
1008_t0070_s009,S,CB,1,1
1008_t0070_s010,S,,1,0
1008_t0070_s011,S-Inform,SE,1,1
1008_t0070_s012,S,UF,1,1
1008_t0071_s001,S,,1,0
1008_t0071_s002,S,UF,1,1
1008_t0071_s003,S,IP,1,1
1008_t0071_s004,S,,1,0
1008_t0071_s005,S,ATTR; REB,1,2
1008_t0071_s006,IAFA,AE,1,1
1008_t0071_s007,S,ATTR; REB,1,2
1008_t0071_s008,S; IAFA,IP; REB,2,2
1008_t0071_s009,S,ATTR,1,1
1008_t0071_s010,S,PER; ATTR,1,2
1008_t0071_s011,S,ATTR; REB,1,2
1008_t0071_s012,S; HS,IP; ATTR,2,2
1008_t0071_s013,S; S-Inform; HS,ATTR; SE,3,2
1008_t0071_s014,S; S-Inform,ATTR; SE,2,2
1008_t0071_s015,S,AE,1,1
1008_t0071_s016,S,AE,1,1
1008_t0072_s001,S,REB,1,1
1008_t0072_s002,S-Inform; TT,ATTR; REB; SE,2,3
1008_t0072_s003,S-Inform; HS,PER; ATTR; REB,2,3
1008_t0072_s004,S-Inform; HS,ATTR; REB; SE,2,3
1008_t0072_s005,S; MS,IP,2,1
1008_t0073_s001,S; MS,,2,0
1008_t0073_s002,Q-W; OQ; TG,,3,0
1008_t0074_s001,ANS; TT; HS,,3,0
1008_t0074_s002,S; EXPL; HS,IT,3,1
1008_t0074_s003,S,REB,1,1
1008_t0074_s004,S; IAFA,,2,0
1008_t0074_s005,S,,1,0
1008_t0074_s006,S; HS,IT,2,1
1008_t0074_s007,S; CH; HS,ATTR; REB,3,2
1008_t0074_s008,S; S-Inform; HS,AF; ATTR; REB,3,3
1008_t0074_s009,S; S-Inform; CH,AF; ATTR; REB,3,3
1008_t0074_s010,S,,1,0
1008_t0074_s011,S,IT,1,1
1008_t0074_s012,S,,1,0
1008_t0074_s013,S-Inform,IT,1,1
1008_t0074_s014,S,,1,0
1008_t0074_s015,S; CH,ATTR; REB,2,2
1008_t0074_s016,S-Inform; CH,PER; ATTR; REB,2,3
1008_t0074_s017,S,,1,0
1008_t0074_s018,S,,1,0
1008_t0074_s019,S,REB; CB,1,2
1008_t0074_s020,S; CH,PB; ATTR; REB,2,3
1008_t0074_s021,S,AP; PB; IT,1,3
1008_t0074_s022,S,AE,1,1
1008_t0075_s001,DIS; CH,REB,2,1
1008_t0075_s002,S; HS,SE,2,1
1008_t0075_s003,S; HS,PB; ATTR; REB,2,3
1008_t0075_s004,S; EXPL,IP,2,1
1008_t0075_s005,S-Inform; IAFA,SE,2,1
1008_t0075_s006,S-Inform,IT; REB,1,2
1008_t0076_s001,S; IAFA,IT; SE,2,2
1008_t0076_s002,S; S-Inform,IT,2,1
1008_t0076_s003,S,IP,1,1
1008_t0076_s004,S,AE; IP,1,2
1008_t0076_s005,S,,1,0
1008_t0076_s006,S,AE; UF,1,2
1008_t0077_s001,IAFA; TG,,2,0
1008_t0078_s001,ACK,,1,0
1008_t0078_s002,S,,1,0
1008_t0079_s001,MS,,1,0
1008_t0079_s002,S,,1,0
1008_t0079_s003,YNQ,,1,0
1008_t0079_s004,S; ANS; INT,IP,3,1
1008_t0079_s005,S; S-Inform,,2,0
1008_t0079_s007,S; S-Inform,,2,0
1008_t0079_s008,S; S-Inform,SE,2,1
1008_t0079_s009,S; EXPL,IT,2,1
1008_t0079_s010,S,,1,0
1008_t0079_s011,S; EXPL,IP,2,1
1008_t0079_s012,S; EXPL,IT,2,1
1008_t0079_s013,S; S-Inform,IT,2,1
1008_t0079_s014,YNQ; Q-RHET,,2,0
1008_t0079_s015,S; ANS,IP,2,1
1008_t0079_s016,YNQ; Q-RHET,,2,0
1008_t0079_s017,YNQ; Q-RHET,,2,0
1008_t0079_s018,S,IP,1,1
1008_t0079_s019,S,CB,1,1
1008_t0079_s020,S; EXPL,IT; IP,2,2
1008_t0080_s001,TG,,1,0
1008_t0081_s001,S-Inform; CH,REB; SE,2,2
1008_t0081_s002,S,IP; REB,1,2
1008_t0081_s003,S,SE,1,1
1008_t0081_s004,S-Inform,AF,1,1
1008_t0081_s005,S-Inform,SE,1,1
1008_t0081_s006,S,,1,0
1008_t0081_s007,S,IP,1,1
1008_t0081_s008,S,CB,1,1
1008_t0081_s009,S-Inform,SE,1,1
1008_t0081_s010,YNQ; Q-RHET,REB,2,1
1008_t0081_s011,REJ; ANS,,2,0
1008_t0081_s012,YNQ; Q-RHET,REB,2,1
1008_t0081_s013,S; ANS,,2,0
1008_t0081_s014,S,,1,0
1008_t0081_s015,S,,1,0
1008_t0081_s016,S,SE,1,1
1008_t0081_s017,S,,1,0
1008_t0081_s018,S,,1,0
1008_t0081_s019,S,,1,0
1008_t0081_s021,S,,1,0
1008_t0081_s022,S,REB,1,1
1008_t0082_s001,S; CH,ATTR; REB,2,2
1008_t0082_s003,S,IP,1,1
1008_t0083_s001,S,,1,0
1008_t0084_s001,S,IP,1,1
1008_t0084_s002,S,APAT; IP,1,2
1008_t0084_s003,S; IAFA,IP,2,1
1008_t0084_s004,S-Inform,IT,1,1
1008_t0084_s005,S,IT,1,1
1008_t0084_s006,S,IT; IP,1,2
1008_t0085_s001,MS,REB,1,1
1008_t0086_s001,S; CORR,,2,0
1008_t0087_s001,ACK; REJ,,2,0
1008_t0087_s002,S; CORR,REB,2,1
1008_t0087_s003,YNQ,BQ,1,1
1008_t0088_s001,YNQ; ANS,DF,2,1
1008_t0088_s002,S,,1,0
1008_t0088_s003,S,IP,1,1
1008_t0088_s004,S,IP,1,1
1008_t0088_s005,S,IT,1,1
1008_t0088_s006,S,,1,0
1008_t0088_s007,S,,1,0
1008_t0088_s008,S,,1,0
1008_t0088_s009,S,IP; REB,1,2
1008_t0088_s010,S,IP,1,1
1008_t0088_s011,S,,1,0
1008_t0088_s012,S,,1,0
1008_t0088_s013,S,REB; CB,1,2
1008_t0088_s014,S; EXPL,REB; CB,2,2
1008_t0088_s015,S,IP; REB,1,2
1008_t0088_s016,S,IP,1,1
1008_t0088_s017,S,REB,1,1
1008_t0088_s018,S,AF; REB,1,2
1008_t0088_s019,S,REB,1,1
1008_t0088_s020,S,IP; REB,1,2
1008_t0088_s021,S; S-Inform,IP; REB,2,2
1008_t0089_s001,S,IT,1,1
1008_t0089_s002,S,,1,0
1008_t0089_s003,S,,1,0
1008_t0089_s004,S,AF,1,1
1008_t0089_s005,S-Inform; HS,AE,2,1
1008_t0089_s006,S,AE; IT,1,2
1008_t0089_s007,S,,1,0
1008_t0089_s008,S,IT; IP,1,2
1008_t0089_s009,S-Inform; IAFA,IT,2,1
1008_t0090_s001,TG,,1,0
1008_t0091_s001,S,IP,1,1
1008_t0091_s002,S; CH,ATTR; REB,2,2
1008_t0091_s003,S,IP,1,1
1008_t0091_s004,S,,1,0
1008_t0091_s005,S,IP,1,1
1008_t0091_s006,S,IP,1,1
1008_t0091_s007,S,IP,1,1
1008_t0091_s008,S,IP,1,1
1008_t0092_s001,THK,,1,0
1008_t0093_s001,S,,1,0
1008_t0093_s002,S; HS,,2,0
1008_t0093_s003,YNQ,BQ; CB,1,2
1008_t0094_s001,S; EXPL,IP; REB,2,2
1008_t0094_s002,S,IP,1,1
1008_t0094_s003,S,,1,0
1008_t0094_s004,S; EXPL,AP; APAT; IP,2,3
1008_t0094_s005,S; EXPL,IT,2,1
1008_t0094_s006,S-Inform,IT,1,1
1008_t0094_s007,S,IT,1,1
1008_t0094_s008,S,IP,1,1
1008_t0094_s009,S,IT; IP,1,2
1008_t0094_s010,S,IP,1,1
1008_t0094_s011,S,IT; IP,1,2
1008_t0094_s012,S,,1,0
1008_t0094_s013,S,IP,1,1
1008_t0094_s014,S,IP,1,1
1008_t0094_s015,S,AP; UF; IP,1,3
1008_t0095_s001,TG,,1,0
1008_t0096_s001,S,,1,0
1008_t0096_s002,S,,1,0
1008_t0096_s003,S,PER; ATTR,1,2
1008_t0096_s004,S,,1,0
1008_t0096_s005,S,PER,1,1
1008_t0096_s006,S; CH,ATTR; REB,2,2
1008_t0096_s007,S,PER,1,1
1008_t0096_s008,S,PER,1,1
1008_t0096_s009,S,IP,1,1
1008_t0096_s010,S,IP,1,1
1008_t0096_s011,S,UF,1,1
1008_t0096_s012,S,,1,0
1008_t0096_s013,S,AF; IP,1,2
1008_t0096_s014,S-Inform,UF; IT,1,2
1008_t0097_s001,TT,,1,0
1008_t0097_s002,TT,,1,0
1008_t0098_s001,S,IP,1,1
1008_t0098_s002,S,IT; IP,1,2
1008_t0098_s003,S,IT,1,1
1008_t0098_s004,S,IT; IP,1,2
1008_t0098_s005,S-Inform; CH,ATTR; REB; SE,2,3
1008_t0098_s006,S,AF; AE; ATTR; REB,1,4
1008_t0098_s007,S; IAFA,IP,2,1
1008_t0099_s001,YNQ,,1,0
1008_t0100_s001,ANS,,1,0
1008_t0100_s002,S,IP,1,1
1008_t0100_s003,S-Inform,IT,1,1
1008_t0100_s004,S-Inform; HS,PB; SE,2,2
1008_t0100_s005,S-Inform,PB; SE,1,2
1008_t0100_s006,S,IT,1,1
1008_t0100_s007,S,PB; CB,1,2
1008_t0100_s008,S,IT,1,1
1008_t0100_s009,S; INT,,2,0
1008_t0100_s010,S; HS,,2,0
1008_t0100_s011,S,IP,1,1
1008_t0100_s012,S,AE; IP,1,2
1008_t0100_s013,S-Inform; IAFA,IT,2,1
1008_t0100_s014,S,,1,0
1008_t0100_s015,S,,1,0
1008_t0100_s016,S,IT; IP,1,2
1008_t0100_s017,S,AE; IP,1,2
1008_t0100_s018,S,IP,1,1
1008_t0100_s019,S,IP,1,1
1008_t0100_s020,Q-RHET,IP; CB,1,2
1008_t0100_s021,Q-RHET,CB,1,1
1008_t0100_s022,S,IP,1,1
1008_t0100_s023,S,AE,1,1
1008_t0101_s001,S; TT,IP,2,1
1008_t0101_s002,S-Inform,IT,1,1
1008_t0101_s003,S-Inform,IT,1,1
1008_t0101_s004,S,SE,1,1
1008_t0101_s005,S; CH,ATTR; REB,2,2
1008_t0101_s006,S,IP; CB,1,2
1008_t0101_s007,S; CH,ATTR; REB,2,2
1008_t0101_s008,S-Inform; CH,ATTR; REB; SE,2,3
